id,fen,moves,rating,themes
0KRSj,2k5/ppqnn1b1/2pP1p2/8/1P1PN1p1/P3PKP1/1B1NQP1r/2R2R1r w - - 0 24,f3g4 d7e5 d4e5 c7d7 e5e6 d7e6 g4f3 e6f5,2000,clearance epaulettemate mate matein4 middlegame sacrifice verylong
0Kxxw,1k1r3r/2p2p2/1n6/QnNb4/1P1qBNp1/6P1/6K1/2R1R3 w - - 3 41,a5b5 h8h2 g2h2 d4f2 f4g2 d8h8 e4h7 h8h7,2126,attraction mate matein4 middlegame sacrifice verylong
0MLpv,4r1k1/p1p3pp/8/5p2/3P1Qb1/q1P1B1PP/P2R1P2/2K4R w - - 1 21,c1b1 e8b8 b1c2 b8b2 c2d3 a3a6 c3c4 a6a3,2015,epaulettemate mate matein4 middlegame queensideattack verylong
0MWde,r4r2/p1b1qpk1/1p2pNp1/4P1PP/3P1B1Q/1n6/p3N3/2RK2R1 b - - 2 33,b3c1 h5g6 f8h8 h4h6 h8h6 g5h6 g7h8 g6g7,2111,advancedpawn clearance collinearmove mate matein4 middlegame sacrifice verylong
0Mvwc,rn2Q1k1/ppp2ppp/8/2b5/2P3b1/3P1qP1/P2B1P1P/R3R1K1 b - - 1 18,c5f8 e8f8 g8f8 d2b4 c7c5 b4c5 f8g8 e1e8,1918,attraction backrankmate mate matein4 middlegame sacrifice verylong
0NL4m,r4rk1/1R3ppp/p1p5/3nP3/8/P4Q1B/2q2PPP/5RK1 b - - 0 20,a8b8 f3f7 f8f7 b7b8 f7f8 h3e6 g8h8 b8f8,2050,backrankmate deflection mate matein4 middlegame sacrifice verylong
0NOeR,r6k/ppp2Q2/3P3p/6p1/2BPP1bq/2P3n1/PP4P1/RNB3K1 w - - 5 22,d6d7 h4h1 g1f2 g3e4 f2e3 h1e1 c4e2 e1e2,1984,fork mate matein4 middlegame verylong
0NrSv,2R5/3r2pk/4Np1p/1p2nK2/2p5/r6P/P5P1/8 b - - 15 41,a3a2 e6f8 h7g8 f8g6 d7d8 c8d8 g8f7 d8f8,2127,discoveredattack discoveredcheck endgame fork mate matein4 verylong
0O753,5b1r/p1Qr2p1/2Np4/3N1Pkq/6n1/4P2p/PPP3P1/R1B2RK1 w - - 3 22,c7d7 h3h2 g1h1 g4f2 f1f2 h5d1 f2f1 d1f1,1992,advancedpawn clearance fork mate matein4 middlegame sacrifice verylong
0OSto,1k4nr/1p3pQ1/4b2p/p3N3/P3P3/2r4q/1P2BP1P/R3K1R1 w Q - 0 23,b2c3 h3c3 e1f1 e6h3 g1g2 c3a1 e2d1 a1d1,1978,fork mate matein4 middlegame pin verylong
0Oz3o,1r6/pp4kp/4Q1p1/8/3qB3/P2Pp1P1/1P1b3P/5R1K b - - 2 28,e3e2 f1f7 g7h8 f7h7 h8h7 e6g6 h7h8 g6h7,2056,attraction endgame mate matein4 sacrifice verylong
0PSj5,6k1/5p2/RP1pb2p/3r4/3b2p1/6Pn/4B1PP/1R2N1K1 w - - 5 35,g1h1 h3f2 h1g1 f2e4 g1h1 e4g3 h2g3 d5h5,2082,discoveredattack discoveredcheck mate matein4 middlegame pillsburysmate sacrifice verylong
0QsHZ,8/4k3/4p1Q1/1p1p3r/p1pP1q2/P1P3b1/1P2R1P1/R6K w - - 2 40,h1g1 h5h1 g1h1 f4h4 h1g1 h4h2 g1f1 h2h1,2171,attraction endgame mate matein4 sacrifice verylong
0QydF,2k1r3/Qppq2p1/5n2/3p4/1b4P1/1PNP4/PK6/2R5 b - - 0 26,c7c6 a7a8 c8c7 c3b5 c7b6 a8a7 b6b5 a2a4,1975,mate matein4 middlegame pin sacrifice verylong
0RRr7,4rrk1/bb1q1p2/p4pNp/7Q/2Bn4/3P4/PPP2PPP/R4RK1 w - - 0 19,h5h6 d4e2 g1h1 b7g2 h1g2 d7g4 g2h1 g4f3,1967,attraction kingsideattack mate matein4 middlegame sacrifice verylong
0S6rQ,4r2r/p1p2kp1/1p2p3/2b5/2P1QPq1/1P4P1/PB2R2P/R6K w - - 3 26,e4e5 g4f3 e2g2 h8h2 h1h2 e8h8 e5h5 f3h5,2093,attraction kingsideattack mate matein4 middlegame pin sacrifice verylong
0SxBb,4r3/p4Qpk/6p1/7P/6P1/8/P4PK1/4q3 b - - 0 30,e8e7 h5g6 h7h6 f7f4 h6g6 f4f5 g6h6 f5h5,1904,endgame mate matein4 verylong
0ToqZ,2b1r1k1/pp4pp/2p5/8/P7/6P1/P1Q1qPBP/3R2K1 w - - 7 27,d1d2 e2e1 g2f1 e1f1 g1f1 c8h3 f1g1 e8e1,2197,attraction endgame mate matein4 pillsburysmate sacrifice verylong
0Vq89,3r1rk1/4n1p1/Q6p/1p6/4Rn2/1PP3N1/P5PP/6K1 w - - 2 33,e4e7 f4e2 e7e2 d8d1 e2e1 d1e1 g3f1 e1f1,1982,endgame mate matein4 sacrifice verylong
0VrJY,4r1k1/1pp3r1/p6Q/4qp2/3P1R2/P1P5/2P3KP/5R2 w - - 1 26,g2h1 e5d5 f4f3 d5f3 f1f3 e8e1 f3f1 e1f1,1993,endgame mate matein4 sacrifice verylong
0W3KP,r5k1/ppp2r2/3pN2p/3Pb2N/2P1q1nR/4B3/PP1Q3P/6RK w - - 5 28,g1g2 f7f1 e3g1 f1g1 h1g1 e4b1 d2e1 b1e1,1971,attraction kingsideattack mate matein4 middlegame pin sacrifice verylong
0W8X7,3r2k1/p3Qppp/1p2p3/4P3/1P3P2/P2q1BP1/2r4P/R4RK1 w - - 1 24,a1d1 d3e3 g1h1 e3f3 f1f3 d8d1 f3f1 d1f1,1903,deflection kingsideattack mate matein4 middlegame verylong
0X1VN,r1b2bk1/7p/p2p2pP/qp1N4/4PQn1/5R2/P1P2PP1/5RK1 b - - 3 23,c8e6 f4f8 a8f8 d5e7 g8h8 f3f8 e6g8 f8g8,1949,deflection kingsideattack mate matein4 middlegame sacrifice verylong
0XjDV,6r1/pb2Bp1k/1p3Prp/8/7R/P1pP4/2P1BP1R/2K5 w - - 7 27,a3a4 g6g1 e2d1 g1d1 c1d1 b7f3 d1c1 g8g1,1947,attraction mate matein4 middlegame queensideattack sacrifice verylong
0Y3QA,4r1k1/3R2p1/4PPKp/p1p5/1b5P/5P2/P1p5/8 b - - 0 48,c2c1q f6f7 g8f8 e6e7 e8e7 d7d8 e7e8 f7e8q,2029,advancedpawn endgame fork mate matein4 promotion verylong
0YhtY,1k1r1qr1/8/pp6/1P5p/7p/3B3b/2QN1PP1/R3R1K1 w - - 3 27,b5a6 g8g2 g1h1 g2h2 h1h2 f8f2 h2h3 f2g3,2101,attraction mate matein4 middlegame sacrifice verylong
0ZHHt,5r1k/p4pp1/bpq1p2p/4P3/3rNQ2/7R/PP4PP/4R1K1 b - - 1 26,a6b7 h3h6 h8g8 e4f6 g7f6 f4g3 d4g4 g3g4,1922,kingsideattack mate matein4 middlegame sacrifice verylong
0aEh0,6k1/3Q1pp1/7p/8/8/P1P3P1/1P1R1PPK/1q2r3 w - - 5 30,h2h3 e1h1 h3g4 b1e4 f2f4 h6h5 g4g5 e4g6,2111,endgame mate matein4 verylong
0aa4q,4r3/2q1p1k1/3p2p1/6Qp/1p2P2P/1P6/2N1N3/r1KR2R1 w - - 2 27,c1b2 a1a2 b2a2 c7c2 a2a1 e8a8 g5a5 a8a5,1938,attraction deflection fork mate matein4 middlegame sacrifice verylong
0arLT,Qn3rk1/p5pp/2p5/4Pn2/4pB1q/2P1b2P/PP1NB1P1/R2K1R2 w - - 1 19,f4e3 f5e3 d1c1 f8f1 d2f1 h4e1 e2d1 e1d1,1916,discoveredattack exposedking fork mate matein4 middlegame verylong
0bFxt,r1r5/ppp2RB1/1bnk4/8/2B1n3/2P5/PP1N2PP/R5K1 w - - 9 23,g1h1 e4g3 h2g3 c8h8 g7h8 a8h8 f7h7 h8h7,1917,mate matein4 middlegame pillsburysmate sacrifice verylong
0bMMS,2kr1b1r/pppb1p2/7p/3Q2p1/1P6/P4B2/2P2PPP/q1B1R1K1 b - - 2 15,d7c6 f3g4 f7f5 g4f5 c6d7 d5d7 d8d7 e1e8,2195,mate matein4 middlegame pin queensideattack sacrifice verylong
0cIXm,3q4/1p6/p5pQ/7b/7r/1P3Pk1/1B4P1/R3r1K1 w - - 0 40,a1e1 h4h1 g1h1 d8h4 h1g1 h4h2 g1f1 h2g2,2174,attraction endgame mate matein4 sacrifice verylong
0cQXz,rnbq1rk1/ppp3b1/3p4/7Q/2PPB3/4P3/PP3PPP/R3K2R b KQ - 0 15,d8f6 e4h7 g8h8 h7g6 g7h6 h5h6 h8g8 h6h7,1933,discoveredattack discoveredcheck exposedking kingsideattack mate matein4 middlegame verylong
0dr8p,2r5/1bkp3p/p2bp3/1p6/2P1q3/1B4Q1/PP3PPP/RNB2RK1 w - - 5 20,g3f3 e4f3 g2f3 c8g8 c1g5 g8g5 g1h1 b7f3,2005,kingsideattack mate matein4 middlegame morphysmate verylong
0f7oL,6rk/ppp2p1p/5R1Q/4P3/8/2q3rP/P5P1/5RK1 w - - 6 26,f6f7 g3g2 g1h1 g2h2 h1h2 c3g3 h2h1 g3g2,1905,attraction endgame mate matein4 sacrifice verylong
0flnN,2b4r/3r2k1/5p1q/p3p1p1/1np1P3/1P3Q1P/P5RK/1BB3R1 w - - 0 36,c1g5 h6h3 f3h3 h8h3 h2h3 d7d3 h3h2 d3h3,1921,attraction discoveredcheck doublecheck mate matein4 middlegame operamate sacrifice verylong
0gnzI,1r3rk1/2q2p1p/p5p1/1p1p2N1/3N4/1QPBP3/PP3n1b/R2R1K2 w - - 0 22,f1f2 c7g3 f2f1 g3g1 f1e2 g1g2 e2e1 h2g3,2029,fork mate matein4 middlegame verylong
0h1zG,r7/pp5k/2p1b2p/2P2p2/5r2/2P5/PP3P2/4RR1K w - - 0 25,e1e6 a8g8 e6e7 h7h8 e7e3 f4h4 e3h3 h4h3,2016,defensivemove endgame exposedking mate matein4 quietmove rookendgame verylong
0hEWW,2k3r1/1pR4R/p2qp3/8/P2rQ3/8/4K3/8 b - - 0 33,c8d8 c7c8 d8c8 e4b7 c8d8 b7a8 d6b8 a8b8,2075,attraction endgame exposedking mate matein4 sacrifice verylong
0hcnG,rn4Q1/7R/4p3/3pq1pk/p7/P2P4/1PP3PP/7K b - - 7 28,h5g4 h7h4 g4h4 g8h7 h4g4 h7h3 g4f4 h3f3,2185,attraction endgame mate matein4 pin sacrifice swallowstailmate verylong
0i7el,6k1/2q2p1p/6p1/3p1p2/1Q3P2/1PP1R1K1/2r3PP/8 b - - 0 39,g6g5 e3e8 g8g7 b4f8 g7g6 f8g8 g6h5 g8g5,1943,endgame mate matein4 verylong
0jhiX,1n1r3r/1kp1bpp1/2P5/1P1p3p/R2PpPn1/4P1Pq/3NQ2P/2B1R1K1 b - - 0 24,b8c6 b5c6 b7c6 a4a6 c6d7 e2b5 c7c6 b5c6,1975,attraction dovetailmate mate matein4 middlegame verylong
0kA9y,8/pp3k2/4Rp2/5P1p/3P3K/r1P4P/4R3/7r b - - 2 43,a3c3 e6e7 f7g8 e7e8 g8g7 e2e7 g7h6 e8h8,1962,endgame mate matein4 rookendgame verylong
0kJRL,3r2k1/p1R1p3/2B4B/4Nb1p/6p1/6P1/PPn2P1P/6K1 w - - 3 30,c7e7 d8d1 g1g2 c2e1 g2f1 e1f3 f1e2 d1e1,1944,discoveredattack discoveredcheck hookmate mate matein4 middlegame pillsburysmate verylong
0kNf5,rn1q3k/5R1p/p3pP2/2p5/1p5P/1P1b4/PB1PBP2/3RK3 b - - 0 20,d3e2 f7f8 d8f8 f6f7 e6e5 b2e5 f8g7 f7f8q,2048,advancedpawn discoveredattack discoveredcheck kingsideattack mate matein4 middlegame pin promotion sacrifice verylong
0kpUQ,2k1r3/1p6/1qp1rnNQ/p2p1p1P/3P2b1/2B5/PPPR4/2K2B1R w - - 1 25,d2h2 e6e1 c3e1 e8e1 c1d2 e1d1 d2e3 b6d4,1973,mate matein4 middlegame queensideattack sacrifice verylong
0lKtG,6k1/3Q1p2/p1p2Pn1/8/7R/8/5PPK/2q5 b - - 0 34,g6h4 d7e8 g8h7 e8f7 h7h6 f7g7 h6h5 g2g4,1990,deflection endgame mate matein4 verylong
0lPiK,4r3/5k2/3p3p/P1bP1K2/2P3PP/8/R7/8 w - - 1 49,a5a6 c5e3 g4g5 h6h5 g5g6 f7g7 c4c5 e8e5,2074,defensivemove endgame mate matein4 pillsburysmate quietmove verylong
0lZ3j,r7/5p1p/4p1p1/3k4/p2P4/3K2PP/1R2PP2/8 b - - 2 34,a4a3 b2b6 f7f5 f2f3 a3a2 e2e4 f5e4 f3e4,2093,endgame mate matein4 quietmove rookendgame verylong
0lvbC,3r2k1/5Pp1/pqp4p/1p2Q3/2p5/6B1/6PP/3rR2K b - - 0 37,g8f7 e5e6 f7f8 g3d6 d1d6 e1f1 b6f2 f1f2,2196,endgame mate matein4 sacrifice verylong
0lyvf,7R/1p3P1R/p1b1k1p1/5p2/P2P4/3nP1K1/4r3/8 w - - 0 39,f7f8q e2g2 g3h4 g2g4 h4h3 d3f2 h3h2 g4g2,1996,endgame exposedking mate matein4 operamate verylong vukovicmate
0mE5n,6k1/5ppp/4p2q/3PQ3/p7/P3R3/1P3P2/RBr3K1 w - - 1 30,g1g2 h6h1 g2g3 c1g1 g3f4 h1h4 f4f3 h4g4,1970,endgame mate matein4 verylong
0mz8q,6k1/p2q2p1/8/7R/4N1n1/3P2PK/PPP2r2/R1BQ4 w - - 2 25,d1g1 f2h2 g1h2 g4e3 h5f5 d7f5 g3g4 f5g4,2108,discoveredattack discoveredcheck mate matein4 middlegame sacrifice verylong
0o54w,4r1k1/1ppb2p1/p2b3p/8/6n1/PP1P1B1Q/N1P2qP1/5RK1 w - - 0 28,f1f2 e8e1 f2f1 d6c5 d3d4 c5d4 g1h1 e1f1,1983,deflection kingsideattack mate matein4 middlegame verylong
0oelY,r5k1/4QN2/b5Bp/p2pb3/5q2/7P/PP2nPP1/R4R1K w - - 1 27,g2g3 f4f3 h1h2 e5g3 f2g3 f3g3 h2h1 g3h3,1970,deflection discoveredattack exposedking fork mate matein4 middlegame verylong
0pGVW,6rk/pp1P3p/4Np2/8/2B5/7q/P4RrP/1R1Q3K w - - 7 29,d1d6 g2f2 d6g3 f2h2 g3h2 h3f3 h2g2 f3g2,2140,hangingpiece master mate matein4 middlegame verylong
0phYt,8/5ppk/8/1p3PP1/p4QK1/5P2/2P5/4q3 b - - 2 36,a4a3 g5g6 f7g6 f5g6 h7g6 f4f5 g6h6 f5h5,1945,attraction endgame mate matein4 queenendgame verylong
0q8TO,6k1/pp3pbp/6p1/2nN2P1/5Q1P/4P3/1PPK1P2/q6R b - - 2 25,a1h1 f4b8 g7f8 d5e7 g8g7 b8e5 f7f6 e5f6,2199,endgame fork mate matein4 pin verylong
0qfk3,7k/6p1/p1n1p2p/1p2P1rr/7q/P2Q1P1P/1P1N2P1/2R2RK1 w - - 3 29,c1c6 g5g2 g1g2 h5g5 g2h2 h4g3 h2h1 g3h3,2024,attraction deflection kingsideattack mate matein4 middlegame sacrifice verylong
0quiy,2rr2k1/1pq2pPp/p3p3/3nP3/6N1/P3BQ1P/2P3P1/5RK1 b - - 0 23,d5e3 g4h6 g8g7 f3f6 g7f8 f6h8 f8e7 f1f7,2200,discoveredattack kingsideattack mate matein4 middlegame verylong
0rETE,8/ppk4p/7r/2qp4/3P1p2/1BP1n2p/PBP1R1P1/4R2K w - - 0 27,d4c5 h3g2 h1g1 h6h1 g1f2 h1f1 e1f1 g2f1q,1950,advancedpawn collinearmove discoveredcheck doublecheck endgame mate matein4 promotion verylong
0rcU4,5rk1/Q2R1pp1/4pq1p/4N3/2R2P2/4P3/Pr4PP/6K1 w - - 0 23,c4c7 f6h4 e5d3 b2b1 c7c1 b1c1 d3c1 h4e1,2111,mate matein4 middlegame verylong
0sFAr,r4rk1/p1p3pp/bp6/3QPpN1/3P4/2P4P/3q2P1/3B2K1 b - - 5 29,g8h8 g5f7 f8f7 d5a8 a6c8 a8c8 f7f8 c8f8,1928,deflection kingsideattack master mate matein4 middlegame verylong
0tzkm,3rk1Rr/1p3p2/p2p4/2pPnP2/3qP2p/P3Q3/1PP5/2K2BR1 b k - 2 32,e8e7 e3g5 f7f6 g5g7 e5f7 g7f7 e7f7 g1g7,2196,attraction blindswinemate mate matein4 middlegame sacrifice verylong
0vJzf,1k5r/2pp1p2/1p2b3/1R2Q3/2P5/3K4/q4rP1/8 b - - 1 34,f2g2 b5b6 b8a8 e5h8 g2g8 h8g8 a8a7 g8b8,1990,endgame mate matein4 pin trianglemate verylong
0vSN6,3r1k2/1b5p/p2q2pb/P4R2/1P6/1B1p4/4p1PP/Q4RK1 b - - 0 40,g6f5 a1h8 f8e7 h8h7 h6g7 h7g7 e7e8 g7f7,2011,exposedking mate matein4 middlegame verylong
0vwEG,4r1k1/pp1q1pn1/2p3p1/3b4/3B2P1/2PBR2Q/P1P2P2/6K1 w - - 0 25,h3h6 d7g4 e3g3 e8e1 d3f1 e1f1 g1f1 g4d1,2016,attraction kingsideattack mate matein4 middlegame verylong
0x6gC,2r1q1rk/1p2bp1p/p3p1pB/3nP1N1/b2P3Q/7R/2B2PPP/4R1K1 b - - 7 26,a4c2 h6f8 h7h5 h4h5 g6h5 h3h5 c2h7 h5h7,2029,kingsideattack mate matein4 middlegame sacrifice verylong
0xzXG,r6k/1p3p2/p2p3Q/2p5/2P1B3/5b1P/5P1K/4q3 b - - 4 35,h8g8 e4h7 g8h8 h7g6 h8g8 h6h7 g8f8 h7f7,1999,discoveredattack discoveredcheck endgame mate matein4 verylong
0yX93,r7/pk1B4/n6R/1pp1B1P1/4PQ2/2P5/qP2rP2/2KR4 w - - 1 28,d1d2 e2e1 c1c2 a2b1 c2b3 c5c4 b3a3 b1a1,2008,mate matein4 middlegame queensideattack verylong
0yu91,2R5/P4rkp/4p1p1/4P3/8/4r1K1/6PP/R7 w - - 0 32,g3g4 h7h5 g4g5 f7f5 g5h4 f5f4 g2g4 f4g4,2027,endgame mate matein4 rookendgame verylong
11KxU,2k2b1r/p5p1/Ppprp1Q1/3P2Bp/7P/2q2N2/4KP2/R7 b - - 3 24,c3a1 g6e8 c8c7 g5d8 d6d8 e8c6 c7b8 c6b7,2029,deflection exposedking mate matein4 middlegame queensideattack sacrifice verylong
11et6,8/pp2Q3/2p2p1p/3pk3/1P4p1/P4pPq/1P3P2/6K1 b - - 17 44,e5d4 e7e3 d4c4 b2b3 c4b5 e3c5 b5a6 c5a5,2146,endgame mate matein4 queenendgame verylong
127sU,1Q3b2/4Bpkp/1p2pNp1/3p4/3P1P2/3q2P1/5PKP/8 b - - 0 40,f8e7 b8g8 g7f6 g8h8 f6f5 h8e5 f5g4 h2h3,2046,endgame master mate matein4 sacrifice verylong
12mVV,5rk1/1p2q1p1/p1pRp2p/2PbP3/1P4PP/P2Q4/2B5/6K1 b - - 2 41,e7h4 d3h7 g8f7 c2g6 f7e7 h7g7 f8f7 g7f7,1920,deflection endgame mate matein4 verylong
136p7,r1b2rk1/pp3ppp/1q6/3NN3/5P2/3Q4/PPP2RPP/R6K b - - 0 17,b6f2 d5e7 g8h8 e5f7 f8f7 d3d8 f7f8 d8f8,1931,deflection kingsideattack mate matein4 middlegame sacrifice verylong
