id,fen,moves,rating,themes
WX6dR,r1bq1k1r/ppp1n2p/2nb2B1/3p2BQ/3P4/8/PPP2PPP/RN2K2R b KQ - 4 11,d8d7 g5h6 f8g8 g6f7,1708,mate matein2 opening short
A4DzG,3R4/pp3pqk/2p1b1p1/6Qp/4B3/2P3P1/1r3P1P/6K1 b - - 2 26,g7c3 g5h5 h7g7 h5h8,1677,endgame mate matein2 pin short
Gxa43,4r1k1/7p/2q3pQ/1p2rb2/8/pP6/P4PB1/2KR3R w - - 2 30,g2c6 e5c5 c1d2 c5c2,1875,fork mate matein2 middlegame operamate short
jjYGh,7r/1Rpk1ppp/2qbP3/8/8/1Q6/3r2PP/5R1K b - - 0 26,d7d8 b7b8 d8e7 f1f7,1768,mate matein2 middlegame short
CLivp,r2qkbnr/2pbp1p1/ppnp1p1p/8/3NP3/1P1P4/PBPNBPPP/R2QK2R b KQkq - 1 8,c6d4 e2h5 g7g6 h5g6,1645,mate matein2 opening short
6FuA6,2kr4/p4R1Q/1ppq4/8/4P3/2P1N3/PPK2b1P/R1B5 w - - 1 30,e3c4 d6d1 c2b1 d1d3,1817,mate matein2 middlegame short
AV7Nc,2rqr1k1/pp3pbp/5n2/6Np/4N1b1/1P1BP3/PBP2QP1/2K4R b - - 2 20,f6e4 f2f7 g8h8 f7g7,1634,kingsideattack mate matein2 middlegame short
1vp96,6k1/p4qp1/1p2p1R1/8/2Pr4/1P3p2/P4P2/1B4QK w - - 0 47,h1h2 d4h4 h2g3 f7f4,1816,endgame mate matein2 short trianglemate
1r13g,6k1/5p2/p3pPpQ/3pP3/6P1/2rB3P/P3RK1q/8 w - - 1 40,f2e1 h2g1 e1d2 g1c1,1754,endgame mate matein2 short trianglemate
f1iL2,r3r1kb/pb2pp1p/6PB/1ppn4/8/1PPP1NN1/1P1Q1PP1/q1KR3R w - - 1 19,c1c2 d5b4 c3b4 a1b2,1829,mate matein2 middlegame sacrifice short
3BIdT,3rnr1k/5p1p/3q1b1N/pp1bpP2/2p4P/6QN/PPP1B3/2K3R1 b - - 0 27,e5e4 g3g8 f8g8 g1g8,1751,kingsideattack mate matein2 middlegame sacrifice short
ZHV6Z,r3k3/p1p2pp1/2p1b3/3pP1b1/N2Q4/3B1PB1/PPP2K1r/R4R1q w q - 3 23,g3h2 h1h2 f2e1 h2d2,1712,mate matein2 middlegame short
zzqIg,6k1/p1p5/1p1p3p/3P2pn/2PB4/1P4q1/P3Q1P1/6K1 b - - 3 28,h5f4 e2e8 g8h7 e8f7,1718,endgame mate matein2 short
UOrxW,7r/p5k1/1p2p3/4R1p1/3P4/P2Q1PPK/5q2/8 w - - 2 42,h3g4 h8h4 g3h4 f2h4,1671,endgame mate matein2 sacrifice short xrayattack
60LTA,r1bq1rk1/ppp2pp1/2p4p/2b5/4n2B/2NP4/PPP2PPP/R2QKB1R w KQ - 0 9,h4d8 c5f2 e1e2 c8g4,1609,attackingf2f7 mate matein2 opening short
UtZVr,rnb2k1r/pp2pp1p/3p2p1/1B1N4/3bP1n1/5P2/PPP3PP/R1B1K2R b KQ - 0 12,g4f6 c1h6 f8g8 d5e7,1609,deflection master mate matein2 middlegame short
Eebp4,r1bNk2r/pppp2p1/2n5/8/2B1n3/3p4/PPPNKbP1/R2Q3R w kq - 0 12,c4d3 c6d4 e2f1 h8h1,1858,mate matein2 middlegame short
h1b7U,r3k3/pp1b3q/4pQ2/2ppP3/6P1/2N2N2/PP3P1P/n2K3R w q - 1 17,f3g5 h7d3 d1c1 d3c2,1859,mate matein2 middlegame short
eLdha,2kr3r/3p2p1/pb2p3/1p4P1/1PPNb1n1/P5P1/B7/R2Q1RK1 w - - 0 24,d1g4 b6d4 f1f2 h8h1,1813,fork hangingpiece mate matein2 middlegame operamate pin short
anDiW,4nr2/R6p/6pk/1p6/p3bPP1/1B5P/PP2N3/6K1 b - - 0 31,a4b3 g4g5 h6h5 a7h7,1709,deflection endgame mate matein2 short
dvJSa,6k1/1p3ppp/7r/2P5/4P3/3p2qb/3Q1RP1/5R1K w - - 0 40,g2h3 g3h3 h1g1 h3h1,1855,endgame mate matein2 short
imeq9,r5k1/pR3ppp/1b6/1B2rn2/8/P1N5/1B4PP/2R4K w - - 0 26,b5d3 f5g3 h2g3 e5h5,1602,clearance mate matein2 middlegame pillsburysmate sacrifice short
ASraF,3R4/1p4Q1/p1p4p/3k4/8/P6P/1Pq2rPK/8 b - - 4 40,d5c5 g7d4 c5b5 d4b4,1840,endgame mate matein2 short swallowstailmate
uebXr,1k1r4/2pb2q1/np1R3p/p4rp1/2Q3N1/2P3P1/5P1P/1R4K1 b - - 0 35,c7d6 b1b6 b8a7 c4a6,1845,fork mate matein2 middlegame short
Fuyuu,8/1r3p1k/5Qp1/5b1p/7P/6P1/1q3P2/4R1K1 b - - 8 43,h7g8 e1e8 g8h7 e8h8,1823,endgame killboxmate mate matein2 short
cYIzK,3rr3/2R3pk/3q1p1p/4n3/4P3/1P5P/2Q2NPK/2R5 w - - 11 52,c7c3 e5f3 h2h1 d6h2,1630,discoveredcheck doublecheck mate matein2 middlegame short
UUOse,5r2/p1p2pk1/1p1b2p1/4p3/6NQ/2P5/Pq3PPP/3R2K1 b - - 4 26,b2c2 h4h6 g7g8 g4f6,1710,endgame mate matein2 short
DFUM3,3r2k1/2p2pp1/p6p/1p2p3/4Q1P1/7q/P1BR1P2/2R3K1 b - - 0 27,d8d2 e4a8 d2d8 a8d8,1687,endgame mate matein2 short
2h6qD,8/4Rpk1/1q1p2p1/p2P4/P1B3Q1/1P4nP/5bP1/7K w - - 9 37,h1h2 f2g1 h2g3 b6f2,1819,endgame mate matein2 sacrifice short
rpkeE,r4b1r/p1Qnkppp/8/4p3/1q6/7P/P2B1PP1/3RK1R1 b - - 3 22,b4b6 d2g5 f7f6 c7d7,1819,mate matein2 middlegame short swallowstailmate
Gpry4,6k1/1r3pp1/4N2p/B5q1/Q3b3/4n3/5PPb/3R1BK1 w - - 0 33,g1h2 e3f1 d1f1 g5g2,1695,master mate matein2 middlegame short
uuG7R,5k2/1p4bp/3P3r/4p3/1PBnPpp1/q7/3N2P1/2R1QKR1 w - - 2 38,c4d5 a3d3 e1e2 d3e2,1610,mate matein2 middlegame short
14igT,r4rk1/pp1b2bR/4p3/3pqp1Q/8/2NBP3/PP3PP1/2K4R b - - 3 22,d7e8 h7h8 g7h8 h5h7,1721,clearance kingsideattack master mate matein2 middlegame sacrifice short
lpVf7,k1Qrb2r/p4ppp/1p3q2/nB1P4/1b3B2/4PN2/PP2KPPP/R1R5 b - - 2 17,d8c8 c1c8 a8b7 c8b8,1827,mate matein2 middlegame operamate pillsburysmate queensideattack short
C4Kcd,7k/5R1B/6K1/p5p1/8/6r1/P7/2b5 b - - 3 42,c1a3 f7g7 a5a4 g7g8,1797,endgame mate matein2 operamate quietmove short
N81P8,2r2k2/2q2p1B/3p3P/3np3/5b2/Pp3P1Q/1P6/1Kr3RR w - - 1 36,g1c1 c7c1 h1c1 c8c1,1668,mate matein2 middlegame operamate queensideattack short
YPS3Z,8/p6p/1p5Q/6p1/2P3P1/5PkP/P1Pr1q2/4R2K w - - 3 36,e1g1 f2g1 h1g1 d2d1,1621,attraction endgame mate matein2 sacrifice short
4e0Ld,8/8/1R5p/pP5k/1r2nK2/8/6P1/8 b - - 4 40,a5a4 g2g4 h5h4 b6h6,1658,deflection endgame mate matein2 short
8VRkO,8/1p6/6r1/7R/KPk5/P7/8/8 w - - 1 53,h5b5 g6a6 b5a5 b7b5,1635,endgame mate matein2 rookendgame short
Rr7dK,2r4r/1p4kp/2n5/5KpN/3B4/6P1/PPP5/5R2 b - - 4 27,g7h6 d4g7 h6h5 f1h1,1720,endgame fork mate matein2 sacrifice short
ibcLV,R1kr3r/2b2pp1/4pnp1/1QP1q3/8/7P/1P2BPP1/4K2R b K - 2 24,c7b8 b5c6 e5c7 e2a6,1665,clearance killboxmate mate matein2 middlegame queensideattack short
3iZYW,8/7p/2Q3pk/8/1P3n1P/P2P4/5qP1/5rRK w - - 5 37,g1f1 f2h4 h1g1 f4e2,1828,endgame mate matein2 short
Wxn56,5k2/2p2P2/4P1K1/8/4p3/1p6/8/8 b - - 0 49,b3b2 g6f6 e4e3 e6e7,1782,advancedpawn endgame mate matein2 pawnendgame short
I2L1A,5b1k/7R/p1p2r2/1p4pp/4R3/1P1Q3P/P4qPK/8 b - - 1 40,h8h7 e4e7 h7h8 d3h7,1705,discoveredcheck doublecheck endgame mate matein2 short
RrQA6,r4b1k/pppb2Qp/1n2qp1P/3ppN1B/3P4/4P3/PPPN1P1P/2K3R1 b - - 9 21,f8g7 h6g7 h8g8 f5h6,1638,advancedpawn kingsideattack mate matein2 middlegame short
UcbzR,r2qkb2/1p1bp1p1/3p4/n5p1/p2PP1n1/P1N5/1P2Q1PR/1K1R1BN1 b q - 0 17,g4h2 e2h5 g7g6 h5g6,1756,mate matein2 middlegame short
zAEfW,r4rk1/pp1q1ppQ/3p4/2p4B/8/8/PP6/1K1R3R b - - 0 22,g8h7 h5f7 d7h3 h1h3,1820,discoveredattack discoveredcheck endgame mate matein2 pillsburysmate short
LQ9Bb,1kbr4/p5p1/1pn1p3/P1b1Pp2/2N2P2/2Pr2Pp/BR2N2P/1R3K2 w - - 1 27,a5b6 d3d1 b1d1 d8d1,1779,mate matein2 middlegame pillsburysmate short
ZGesg,r1b5/1p3Qpk/5p1p/5P2/p2pP3/4q3/PP4P1/5K1R b - - 4 32,e3e4 h1h6 h7h6 f7g6,1764,attraction endgame mate matein2 pin sacrifice short
PWO1y,6k1/5p2/6p1/1p5p/1P1P3q/P5rP/3Q1RbK/1B1R4 w - - 0 33,f2g2 g3h3 h2g1 h3h1,1801,endgame mate matein2 short
21JUa,1br2rk1/pp3ppp/3qpn2/3pnb2/1P5N/P1NPP2P/1B2BPP1/2RQ1RK1 w - - 3 16,h4f5 e5f3 g2f3 d6h2,1612,clearance kingsideattack mate matein2 opening sacrifice short
N2pQ5,3kr3/pb1pb2Q/1q4N1/8/8/3n4/PP3PPP/2R1R1K1 w - - 13 29,e1e7 b6f2 g1h1 f2g2,1749,mate matein2 middlegame short
7SzEd,rnb1r3/1p3k2/p5Qp/4P3/P1qP1N2/8/1PP3PP/6K1 b - - 0 23,f7e7 g6f6 e7d7 f6d6,1813,mate matein2 middlegame short swallowstailmate
T1bbK,4rk2/4bp1p/p1n3p1/1pp5/3p1B2/P4N1P/1PP2PP1/4RK2 b - - 4 25,e7d8 f4h6 f8g8 e1e8,1862,deflection endgame mate matein2 pillsburysmate short
hHR3D,2k4r/p1p5/1p6/3P1P2/6n1/P3B1q1/1P2Q1B1/4R1K1 w - - 5 32,e3d4 h8h1 g1h1 g3h2,1703,attraction mate matein2 middlegame pin sacrifice short
E1Q1Z,r5k1/ppq3b1/3p1nQ1/2pNr3/2P2p2/3B3R/PP4PP/6K1 b - - 1 30,f6d5 h3h8 g8h8 g6h7,1703,attraction kingsideattack mate matein2 middlegame pin sacrifice short
9NS3E,5k2/p7/2rp1pr1/1P2p3/P1N1P3/1BnP3b/2P2PPP/R4RK1 w - - 1 28,b5c6 c3e2 g1h1 h3g2,1732,kingsideattack mate matein2 middlegame pin short
aa4HR,3r3k/2p3pp/1p3q1r/p1b1p3/4P1b1/P2B1P2/1P2Q1PP/2R2R1K w - - 0 30,f3g4 h6h2 h1h2 f6h4,1759,attraction kingsideattack mate matein2 middlegame sacrifice short
GsQfO,r1b1r2k/4q2P/p1p4Q/3p1pP1/3P4/PPp2P2/2P5/2KR2NR w - - 1 23,g5g6 e7a3 c1b1 a3b2,1813,mate matein2 middlegame short
yQJK5,6k1/p1p3pp/2p2pn1/5q2/2P2P2/1P3QP1/PB3RKP/4r3 w - - 0 26,f3c6 g6h4 g3h4 f5g4,1627,endgame epaulettemate mate matein2 sacrifice short
g9v0L,5rk1/8/8/1q6/3pP3/5pP1/3Q1K1R/8 w - - 4 52,d2d4 b5e2 f2g1 e2e1,1610,endgame mate matein2 short
qAN9U,8/5pk1/5pp1/P7/1P3r2/2r4P/R3N1PK/4b3 w - - 7 36,e2f4 e1g3 h2g1 c3c1,1739,endgame fork mate matein2 pillsburysmate short
gif8F,rn1qk2r/2p2ppp/p3p3/1p2P3/1Bpn3P/P4Q2/1P3PP1/R3KB1R w KQkq - 0 13,f3a8 d4c2 e1e2 d8d3,1719,fork mate matein2 middlegame short
vAd36,3k4/8/2Q5/5P2/1Pp1n1P1/2PbP3/K7/1r6 w - - 17 55,b4b5 e4c3 a2a3 b1b3,1725,endgame mate matein2 short vukovicmate
U1plH,r1b2rk1/pp3ppN/2n1p3/3n4/4N3/3B4/PqP2PPP/R2Q1RK1 b - - 0 13,g8h7 e4f6 h7h8 d1h5,1857,discoveredcheck doublecheck mate matein2 middlegame short
b42gF,rnb2r2/pp1n1qp1/2p2p1k/2Pp1P1P/6Q1/2p1PN2/PP4P1/2KR3R b - - 0 18,d7e5 g4g6 e5g6 h5g6,1839,discoveredattack discoveredcheck mate matein2 middlegame sacrifice short
qTxFX,7k/3b2pp/p2P4/4prP1/3pP1N1/1B1n1KR1/Pr6/7R w - - 0 37,e4f5 d7c6 b3d5 c6d5,1609,mate matein2 middlegame short
ET7zy,7r/pppQ4/3b1k2/5pp1/3q2b1/PB4P1/KP6/8 b - - 1 31,a7a5 d7f7 f6e5 f7e6,1764,endgame mate matein2 short
Mdenq,2r2kR1/3r1p2/2b1pR2/8/8/6QP/P5PK/2q5 b - - 2 40,f8e7 f6f7 e7f7 g3g7,1644,attraction mate matein2 middlegame sacrifice short
9KbBw,8/pR6/4Qp2/k2Pb3/2Pp4/7K/7q/8 w - - 9 45,h3g4 h2f4 g4h5 f4g5,1610,endgame master mate matein2 short
c4Kct,4Q1rk/1p4qp/2ppR3/p7/2PP1p1b/1P3r2/P5PP/3R1BK1 w - - 2 36,e8h5 f3f1 d1f1 g7g2,1669,kingsideattack mate matein2 middlegame short
XhlbX,4Q3/ppp3pk/7p/8/5qn1/2P5/PPB3K1/8 b - - 6 31,g7g6 e8g6 h7h8 g6h7,1601,endgame mate matein2 short
Vo0wN,2kr3r/1p1n1p2/1qpR2p1/pN5p/P2pP2P/5PQ1/1PP3P1/2K4R b - - 1 24,b6c5 d6c6 b7c6 g3c7,1844,clearance mate matein2 middlegame queensideattack sacrifice short
oh9OW,4r2k/6p1/1p5p/p1q2p2/4RQ2/P1B4P/1P3PP1/6K1 b - - 0 27,e8e4 f4h6 h8g8 h6g7,1690,endgame mate matein2 pin short
V1wog,6k1/1p2p2p/p2p2PQ/6P1/4P3/1K1q4/4n3/7R w - - 0 37,b3b4 d3c3 b4a4 b7b5,1900,endgame mate matein2 short
aNuDE,5k2/5p2/2p1r1p1/7p/p2QP3/Pp3P1P/1Pq3P1/3R3K b - - 4 34,c6c5 d4h8 f8e7 h8d8,1681,endgame mate matein2 short
60jRx,4qrrk/pp4p1/3R3R/8/8/3Q1p2/PP3P2/1K6 b - - 0 39,g7h6 d6h6 h8g7 d3h7,1754,endgame mate matein2 short
9192s,7r/7p/R6B/2p2kp1/nbP5/5K2/3r1PP1/8 b - - 4 39,h8d8 g2g4 f5e5 h6g7,1622,endgame mate matein2 morphysmate short
kQ2wA,8/p3P3/2p1q1pp/5b1k/3Q4/4B1K1/P4P1P/8 b - - 3 36,e6e7 d4d1 f5g4 d1g4,1821,endgame mate matein2 short
zPT5j,r4rk1/p2pp2p/bp3p1Q/5P2/1nPp1P2/3B1R2/P5PP/qN4K1 b - - 0 21,b4d3 f3g3 g8f7 h6h5,1767,fork mate matein2 middlegame short
fC2d0,2r5/7p/p3R1k1/1p3rp1/8/3Q4/P4qPK/8 b - - 1 47,g6h5 d3h3 f2h4 g2g4,1832,endgame mate matein2 short
bxvoI,7k/1b4p1/p3B1Pp/4Q3/6P1/2N2r2/1P3B2/R5Kq w - - 1 34,g1h1 f3h3 h1g1 h3h1,1756,discoveredcheck doublecheck mate matein2 middlegame operamate short
SKHyW,r1b2rk1/p1p2ppp/8/qN2p2Q/2Bn4/8/PPP2PPP/2KR3R b - - 0 14,d4b5 h5f7 f8f7 d1d8,1626,kingsideattack mate matein2 middlegame pin sacrifice short
RJveQ,r1b1kr2/pppp1Npp/8/4pn2/2B1n3/2P5/PP1P1bPP/RNBQ1K1R w q - 1 10,f7e5 f5g3 h2g3 e4g3,1816,mate matein2 opening sacrifice short
ost46,3r2k1/2R5/p6p/1p3p2/1n6/1B1rP3/P4P1P/B6K b - - 2 29,g8f8 a1g7 f8e8 b3f7,1754,endgame mate matein2 short
mcqxh,2Q5/5ppk/8/1p5n/3R4/5q2/4r2P/3R2K1 w - - 4 40,c8g4 f3f2 g1h1 f2h2,1782,endgame master mate matein2 short
t1yOV,8/p1Q5/k1p5/8/8/1PK5/1PP2p1p/3r4 b - - 5 44,f2f1q c7c6 a6a5 b3b4,1662,endgame mate matein2 short
570FO,4rrk1/p2q1p2/2p2RnQ/2Pb4/P2P4/7P/6P1/5R1K b - - 2 32,e8e2 f6g6 f7g6 f1f8,1666,discoveredattack killboxmate mate matein2 middlegame short
f1Khy,8/1p3qbk/6p1/2Q4p/K3P3/1P1P4/2P2B2/1R6 w - - 17 54,b3b4 f7a2 a4b5 a2a6,1894,endgame fork mate matein2 short
mDRZP,2r1k2r/p2n1pb1/1ppp1qp1/4p3/BP2P1b1/P1NPBNK1/2P1QP1p/R6R w k - 0 20,g3g4 f6e6 g4g3 e6h3,1700,mate matein2 middlegame short
QSpWT,3R4/p5pk/1p2prq1/2p5/2P1b2N/1P2P1pp/P3BP1P/3Q2K1 w - - 0 26,h4g6 g3f2 g1f1 e4g2,1622,advancedpawn endgame kingsideattack mate matein2 short
g4kv2,Q7/p2R2pp/4kpq1/6n1/1P3nP1/P7/1B3P2/5RK1 w - - 3 28,a8a7 g5f3 g1h1 g6h6,1711,mate matein2 middlegame short
JU60i,r2r2k1/4bppp/2p1p1P1/p3P2P/2q1pPQ1/P3B3/1PP5/2K3RR b - - 0 27,c4a2 g6h7 g8h7 g4g7,1628,advancedpawn attraction discoveredattack kingsideattack mate matein2 middlegame short
0oFRx,5rk1/1p3Qpp/1qp5/r2p4/3N2P1/P6P/2P4K/4RR2 b - - 0 25,f8f7 e1e8 f7f8 e8f8,1783,endgame mate matein2 short
hdUyO,r6r/p4kp1/Q3p1p1/1bb5/3n2n1/N7/PPP2PPP/R1B2RK1 w - - 7 14,a3b5 d4e2 g1h1 h8h2,1648,kingsideattack mate matein2 middlegame short
36ujz,8/3k3P/4pn2/2p2N2/rpn5/8/2P3b1/3KR2R w - - 0 40,h7h8q g2f3 e1e2 a4a1,1696,fork mate matein2 middlegame pin short
VJGfC,r3k2r/1bpp1p1p/p2b1q2/1p2n1p1/3PPB2/1B4KP/PPP3P1/RN1QR3 w kq - 0 14,f4e5 d6e5 d4e5 f6f4,1693,mate matein2 middlegame short
i3nJF,6k1/1b3qpp/p1p1p3/2NpP3/1P3r1b/P7/2Q2P1P/4RRK1 w - - 4 25,c5b7 f4g4 g1h1 f7f3,1727,kingsideattack mate matein2 middlegame short
adRt1,2B3k1/2P3p1/4p3/2QpP3/5p2/8/4n1RP/5q1K w - - 2 45,g2g1 e2g3 h2g3 f1h3,1876,endgame mate matein2 sacrifice short
XsNHJ,rn1q1r1k/2p2pR1/pp3Pp1/5pN1/2pP4/5Q2/PPP2P1P/R5K1 b - - 3 20,d8f6 f3h3 h8g7 h3h7,1637,mate matein2 middlegame sacrifice short
Sn15r,8/p4k1p/1p1pNbp1/1R6/2P1p2r/4Pp2/P4P2/3RK3 w - - 10 39,e6f4 f6c3 e1f1 h4h1,1609,endgame mate matein2 short
9UJ4f,Rb4k1/5p2/6p1/1q6/1PrB4/4PP2/5P2/Q4K2 w - - 0 36,a8a5 c4c1 f1g2 b5f1,1713,discoveredcheck doublecheck endgame mate matein2 short
tdwnG,rn3rk1/6pp/2p1R3/5p2/2BP1q2/p6P/6P1/3R3K b - - 0 35,a3a2 e6e8 g8h8 e8f8,1839,backrankmate deflection discoveredattack discoveredcheck mate matein2 middlegame short
3iZU7,r3k2r/1p3ppp/p1b1pP2/3p4/8/5N2/PqPB1QPP/RN2K2R w KQkq - 0 15,d2c3 b2c1 e1e2 c6b5,1625,mate matein2 middlegame short
Xr2lr,r1bq3r/pp2kppp/1n2p3/1B2P3/3p1P2/2N3Q1/PPP3PP/R3K2R b KQ - 3 14,d4c3 g3g5 f7f6 g5g7,1865,mate matein2 middlegame short
Uq9Wv,5rk1/6r1/3p4/3Pp1NR/ppPpPq2/5P1Q/PP6/1K6 b - - 1 29,f4g5 h5h8 g8f7 h3e6,1651,endgame mate matein2 short
6oCsY,k2r4/1p2R3/p5p1/5p2/3B1Pr1/P6K/8/2R5 w - - 6 46,d4b6 d8h8 e7h7 h8h7,1715,endgame mate matein2 short
q6tut,7k/5q1r/2pp4/4p1R1/1PpPPpQ1/2P5/4KP2/r5R1 b - - 5 36,a1g1 g4c8 f7e8 c8e8,1617,endgame mate matein2 short
csPgn,4r3/8/5R1p/1P1pn3/3k2p1/5bP1/1BP4P/5K2 b - - 5 45,d4e4 f6f4 e4e3 b2c1,1805,endgame master mate matein2 short
6WsPS,8/1b4p1/5k1p/p7/3p2PP/P3KPN1/8/8 w - - 0 47,e3f4 g7g5 h4g5 h6g5,1608,endgame master mate matein2 short
jNsTo,r5rk/6pb/2n5/5qNQ/p7/1PP1B3/5PPP/R5K1 b - - 3 31,a4b3 h5h7 f5h7 g5f7,1603,mate matein2 middlegame sacrifice short smotheredmate
hDPyF,rn2k2r/ppp2ppp/3bp3/8/3PpP2/2PKPN2/PP4qP/R1BQ3R w kq - 0 14,d3e4 g2g6 f4f5 g6f5,1753,mate matein2 middlegame short
GGHPK,r3k2Q/p5p1/1p2p1P1/1qpbP3/4r3/P4R2/2P2B2/R5K1 b - - 9 33,e8d7 f3f7 d7c6 h8a8,1742,interference mate matein2 middlegame short
kSog5,r1br2k1/pp2Nppp/8/5P1Q/2q2p2/8/PPP3P1/2K1R3 b - - 3 25,g8h8 h5h7 h8h7 e1h1,1872,anastasiamate attraction kingsideattack mate matein2 middlegame sacrifice short
8Uzps,rnb1k2r/pp3ppp/1q2p3/2bpP3/8/2N2N2/PPP2PPP/R2QKB1R w KQkq - 0 9,c3a4 c5f2 e1d2 b6e3,1870,attackingf2f7 mate matein2 opening short
FMRnz,2k4r/pbpn4/1p1pr2p/3P4/2P2R2/4q2P/P1P1B1P1/R2Q3K w - - 0 22,d5e6 e3h3 h1g1 h3g2,1857,kingsideattack mate matein2 middlegame pin short
85wcJ,r4r1k/1p4pp/p4p2/2p1nQ1B/4P3/7R/1q4PP/5R1K b - - 1 30,b2b5 f5h7 h8h7 h5f7,1717,discoveredattack discoveredcheck mate matein2 middlegame pillsburysmate sacrifice short
Ckwva,8/6R1/r1p1pn2/3pBk1p/2p2P2/2P4P/6P1/6K1 b - - 0 41,f6e4 g2g4 h5g4 h3g4,1701,endgame mate matein2 short
GHmTf,3k2nr/ppp2pp1/3b4/4q3/6p1/2P5/PPQ1BPP1/R2R2K1 w - - 0 22,e2g4 h8h1 g1h1 e5h2,1669,attraction kingsideattack mate matein2 middlegame sacrifice short
chCWH,r1b2Q2/1pk3p1/pq6/3pb3/1P6/P7/4N1KP/2R5 b - - 5 33,c7b8 c1c8 b8a7 c8a8,1612,mate matein2 middlegame short
J0DQD,6k1/2p2pp1/1pB5/pP3P2/3r1RQ1/4p1P1/Pq3r2/5RK1 w - - 0 29,f4d4 f2f1 g1f1 b2f2,1811,attraction endgame master mate matein2 short
aPSBI,5rk1/pp1br1p1/7R/2ppN3/3P2R1/2PB1P2/PP3K2/8 b - - 0 27,d7g4 d3h7 g8h8 e5g6,1622,endgame mate matein2 short
vrzrz,7k/bpp2pq1/p2prp1p/7Q/4PR1B/P1PP3P/1P4r1/5R1K w - - 0 25,f4f6 g2g1 f1g1 g7g1,1619,kingsideattack mate matein2 middlegame short
TCBGE,6k1/1r3pq1/p3p1p1/2n1P3/2P4Q/3p3R/P5P1/3B2K1 b - - 7 31,g7e5 h4d8 g8g7 d8h8,1620,endgame mate matein2 short
kwnaF,8/3Q1pB1/6p1/2p1k2p/7P/5PK1/1bP3P1/q6r b - - 6 35,f7f6 f3f4 e5e4 d7d3,1765,endgame master mastervsmaster mate matein2 short
GWrwM,r4rk1/pp3p2/2b1p1pp/1N1nP3/8/1Q4P1/PP3PqP/R1B2RK1 w - - 0 22,g1g2 d5f4 g2g1 f4h3,1774,discoveredcheck doublecheck mate matein2 middlegame short
blnvT,8/pp1Q1pk1/1b3p1p/2q1r3/6P1/2P2B2/PP2RPP1/6K1 w - - 12 35,e2e5 c5f2 g1h2 f2h4,1760,endgame mate matein2 short
25XOa,r1b1k1r1/ppp2pb1/2np3n/7p/2BPPBq1/1QP5/PP1N2PP/R4RK1 w q - 2 12,f4h6 g7d4 c3d4 g4g2,1892,kingsideattack mate matein2 middlegame short
Ma4D4,8/4q3/p1Q4k/2p3p1/1p1b3p/1P2p1P1/P1P1R1K1/8 b - - 1 48,h6h5 g3g4 h5g4 c6f3,1770,attraction endgame mate matein2 short
Gv2Xw,r1b2rk1/ppp2ppp/3p2n1/6q1/2B1R2P/2B2Q2/P4PP1/R5K1 b - - 0 18,g6h4 f3f7 f8f7 e4e8,1710,kingsideattack mate matein2 middlegame pin sacrifice short
SR4Yt,r4rk1/1pR2p1p/p1bp1p2/4qN2/4PP2/1B2Q2P/6PK/8 b - - 0 25,e5e4 e3g3 g8h8 g3g7,1828,mate matein2 middlegame short
