id,fen,moves,rating,themes
tNSPF,r5k1/3R2p1/3Np2p/6bP/1p6/1Pp5/P5P1/KQ2q3 b - - 3 40,e1d2 d7g7 g8g7 b1g6 g7h8 d6f7,1514,attraction cornermate endgame long mate matein3 sacrifice
eJugF,4Qbk1/2q3pp/p7/1p6/2pP2p1/1PP5/P2r2PP/5R1K b - - 3 27,c7d6 e8f7 g8h8 f7f8 d6f8 f1f8,1456,backrankmate deflection endgame long mate matein3
qHO6w,5r2/6k1/1p2Bq2/4n2p/P2QP3/4P3/R5PP/6K1 w - - 3 37,a2a1 f6f2 g1h1 f2f1 a1f1 f8f1,1436,backrankmate endgame long mate matein3 sacrifice
h5Yr9,r2q1r2/4b2k/p2pPB2/1pn5/2p2P2/1P5P/P4P1K/RN1Q2R1 b - - 0 25,f8f6 d1h5 f6h6 h5f7 h7h8 f7g7,1329,exposedking long mate matein3 middlegame
pfyj9,3r3k/3rb3/2p3BP/pp1nP3/5B2/2P5/PPK5/3R2R1 w - - 1 29,f4h2 d5e3 c2b1 d7d1 g1d1 d8d1,1473,deflection discoveredattack fork long mate matein3 middlegame
7MNVv,5q1k/3PR1p1/pp5p/8/3QN3/6Pb/PP3P2/2r3K1 w - - 1 33,g1h2 c1h1 h2h1 f8f3 h1g1 f3g2,1466,attraction endgame long mate matein3 sacrifice
6SU3o,2r1r3/3N1pk1/p5R1/1p4Pp/3Qq2P/8/bPPR4/2K5 b - - 0 33,g7g6 d4f6 g6h7 f6h6 h7g8 d7f6,1515,long mate matein3 middlegame
K0Cow,4r1k1/5p1p/6pB/Q7/3b4/5qP1/P4P1P/5RK1 w - - 3 30,a5a4 d4f2 f1f2 e8e1 f2f1 e1f1,1468,endgame long mate matein3 sacrifice
AWc6L,4rr2/pp5k/4p1pp/3pR3/3q4/PnN5/1Q3PPP/4R1K1 w - - 2 27,b2b3 d4f2 g1h1 f2f1 e1f1 f8f1,1327,backrankmate long mate matein3 middlegame sacrifice
4ouEq,r7/pb3ppp/1p2p3/8/PkBn1N2/1P5P/5PP1/2R3K1 b - - 0 25,a8d8 f4d3 b4a5 b3b4 a5a4 c1a1,1500,endgame long mate matein3
701hN,r2q1r1k/1p3p2/1pp2n2/4P1p1/2pPQ3/PbP4R/1P1N2PP/6K1 b - - 1 28,h8g7 e5f6 g7f6 h3h6 f6g7 e4h7,1548,attraction long mate matein3 middlegame
2aPoD,r1b2rk1/ppp2ppp/1n6/8/1q6/PB3Q1P/1P3PP1/3R1RK1 b - - 0 16,b4b5 f3f7 f8f7 d1d8 b5e8 d8e8,1562,kingsideattack long mate matein3 middlegame pin sacrifice
ge5a3,6rk/6pp/2p1Q3/1pPp3q/3BR3/r3P3/6PP/5RK1 b - - 0 34,d5e4 d4g7 g8g7 f1f8 g7g8 f8g8,1530,endgame long mate matein3 sacrifice
oNXN4,8/1k1p2p1/p6r/P7/2p5/3q4/P5PP/1R4QK b - - 1 30,b7c8 g1c5 h6c6 c5f8 c8c7 f8b8,1437,endgame long mate matein3
tkswy,5rk1/1R3Qpp/4R3/p7/3p1b1P/6P1/1PP3BK/2q5 b - - 1 27,f8f7 e6e8 f7f8 g2d5 g8h8 e8f8,1396,deflection endgame long mate matein3
x7qpF,r3k1nr/pppQ1pbp/4pqp1/8/2B5/1P2B3/P1P2PPP/3R2K1 b kq - 1 14,e8f8 e3c5 g8e7 d7d8 a8d8 d1d8,1547,long mate matein3 middlegame sacrifice
yiXQ0,1r3rk1/1pp1bppp/pq2b3/8/2N1PB2/2PP4/PPQN1nPP/R4R1K w - - 9 18,h1g1 f2h3 g1h1 b6g1 f1g1 h3f2,1395,discoveredcheck doublecheck kingsideattack long mate matein3 middlegame sacrifice smotheredmate
ZfB1M,r6k/6p1/b2Q3p/4p3/2P1P3/1P2qP2/1P1N1RPP/5K2 w - - 1 26,d6e5 a6c4 b3c4 a8a1 d2b1 a1b1,1360,clearance endgame long mate matein3 sacrifice
PQezX,2r5/p3R1pk/q3p2N/3pP3/3P4/4P2P/1r4P1/3Q1RK1 w - - 1 25,d1h5 a6f1 g1f1 c8c1 h5d1 c1d1,1425,attraction long mate matein3 middlegame sacrifice
gjhzw,1n3rk1/5ppp/p3p3/1p6/8/P7/2P1qQPP/3R1R1K b - - 3 22,e2c4 f2f7 f8f7 d1d8 f7f8 f1f8,1570,endgame fork long mate matein3 sacrifice
AQfyi,4r1k1/pp3pp1/1b3p1p/3P4/1Pnq4/P4BP1/3N1P1P/R2Q2K1 w - - 1 24,d2c4 d4f2 g1h1 e8e1 d1e1 f2f3,1507,deflection fork long mate matein3 middlegame
NHkvX,4r3/pk3rpB/1PRQ4/6p1/8/2P5/PP3PPP/4qRK1 w - - 1 28,h7g6 e1f2 f1f2 e8e1 f2f1 e1f1,1592,clearance long mate matein3 middlegame sacrifice
SlUdw,6rk/Qp5p/4q3/4Pp2/5P1r/2P2B1P/P1P4K/4R3 w - - 1 36,a7d4 h4h3 h2h3 e6h6 f3h5 h6h5,1529,attraction endgame long mate matein3 sacrifice
VAzel,r2q2rk/1p3p1p/2b1pPpQ/3p2P1/p1PbPR2/P2P3P/1P4B1/5R1K b - - 1 28,d8f8 h6h7 h8h7 f4h4 f8h6 h4h6,1388,attraction kingsideattack long master mate matein3 middlegame sacrifice
bCy3R,6r1/p1k5/2p5/3p2q1/3P4/2P3P1/P3QP2/1R3RK1 w - - 2 30,f2f4 g5g3 g1h1 g8h8 e2h2 h8h2,1447,endgame exposedking long mate matein3
ODFLP,1r1k4/1p1n4/p2p4/3P1Q2/1PP2P2/4q3/4BnPP/2R2R1K w - - 3 35,h1g1 f2h3 g1h1 e3g1 f1g1 h3f2,1334,discoveredcheck doublecheck long mate matein3 middlegame sacrifice smotheredmate
NVLtk,4RR2/1p4pk/p6p/2p5/6KP/Pq6/8/8 b - - 5 38,b3a3 f8h8 h7g6 h4h5 g6f7 h8f8,1585,blindswinemate endgame long mate matein3 queenrookendgame
jkYCU,5rk1/p1p3pp/2Qp4/4b3/4Pr2/2N5/PPP3PP/R5K1 w - - 1 18,c6c7 e5d4 g1h1 f4f1 a1f1 f8f1,1326,backrankmate endgame long mate matein3
oxo8W,3R2k1/pR2r1p1/2p3Qp/2q3p1/6P1/1K2p2P/PP6/5r2 b - - 9 29,f1f8 d8f8 g8f8 b7b8 e7e8 b8e8,1448,attraction endgame killboxmate long mate matein3
eA9cE,r5k1/2pN2pp/p1p1b3/6q1/2pP4/5Q1P/P1P3P1/5RK1 b - - 1 21,e6d7 f3f7 g8h8 f7f8 a8f8 f1f8,1389,backrankmate endgame fork long mate matein3 sacrifice
idhEC,r1k2r2/p1pn4/6Q1/2b1P3/3N4/2N1R3/Pq3PPP/5RK1 w - - 1 23,f1b1 b2f2 g1h1 f2f1 b1f1 f8f1,1393,backrankmate fork long mate matein3 middlegame sacrifice
enJlJ,rn2k2r/pBp2p2/1p1p1n2/4p2q/8/3P1NP1/PPP1P3/R1BQR1K1 w kq - 1 14,e2e3 h5h1 g1f2 f6g4 f2e2 h1g2,1478,epaulettemate exposedking kingsideattack long mate matein3 middlegame
EUh8o,6k1/1pp2p1p/p1n3p1/2B2bN1/5P2/2P5/PP1r2PP/4R2K b - - 1 27,h7h6 e1e8 g8g7 c5f8 g7f6 g5h7,1550,endgame kingsideattack long mate matein3
EgXPz,1b3rk1/1b1Q1ppp/8/4p3/1q6/1P2P2P/P4RPK/3R4 b - - 12 28,b4e4 d7f7 f8f7 d1d8 f7f8 f2f8,1591,clearance fork long mate matein3 middlegame sacrifice
n9tFO,8/Qpk2pp1/2p2n2/4p3/3rP3/2N2q1B/PP6/K6R w - - 0 28,h1h2 d4d1 c3b1 d1b1 a1b1 f3d1,1506,attraction long mate matein3 middlegame sacrifice
mYQrT,7Q/3bkppp/1p6/pP1p4/8/2q1BP2/P4PPP/3BK2R w K - 9 24,e1f1 d7b5 d1e2 c3a1 e3c1 a1c1,1554,endgame long mate matein3
0nLr9,r4r1k/ppp3pp/5qp1/b2Qp3/2N3P1/1Pp1P3/PB2KP1R/R7 b - - 3 20,c3b2 h2h7 h8h7 a1h1 f6h4 h1h4,1506,attraction kingsideattack long mate matein3 middlegame sacrifice
eUI4T,8/2p3pk/3pp1rp/4p3/2PbP2r/3P1PqP/R1Q3PN/5R1K w - - 5 30,c2e2 h4h3 g2h3 g3g1 f1g1 g6g1,1543,kingsideattack long mate matein3 middlegame operamate sacrifice
lVPWy,2R5/5p1p/4p1k1/3pP3/8/2pr2P1/r4PK1/7R b - - 3 36,c3c2 c8g8 g6f5 h1h5 f5e4 g8g4,1518,endgame exposedking long mate matein3 rookendgame
rH5ky,r1b2rk1/p4ppp/2p5/1p2p3/1q6/1PN1PQ1P/P5P1/3R1RK1 b - - 0 17,b4c3 f3f7 f8f7 d1d8 f7f8 f1f8,1514,kingsideattack long mate matein3 middlegame sacrifice
Kd5NF,6rk/5p1p/4p3/1P2Pp2/P5r1/2Q5/5qBP/2R3RK w - - 3 36,c1c2 g4g2 g1g2 f2f1 g2g1 g8g1,1542,long mate matein3 middlegame sacrifice
ktzT3,r4r1k/p4Npp/bpn1Q3/2p5/7q/2PP4/PP5P/1K1R3R b - - 2 23,h8g8 f7h6 g8h8 e6g8 f8g8 h6f7,1333,discoveredcheck doublecheck kingsideattack long mate matein3 middlegame sacrifice smotheredmate
b1Yf1,r6k/2p3pp/p1Q2pq1/5b2/8/B7/P4PPP/3R3K b - - 0 23,f5e4 c6a8 e4a8 d1d8 g6e8 d8e8,1304,backrankmate endgame fork long mate matein3 sacrifice
hkwwC,r4rk1/p5p1/2b1pq1p/1p4b1/2pP2Q1/2P4R/PPB3PP/R1B3K1 w - - 0 20,c1g5 f6f2 g1h1 f2f1 a1f1 f8f1,1322,fork long mate matein3 middlegame sacrifice
b6odh,6rk/2R1R1p1/3p3p/p7/1p3PPK/r1P4P/8/8 w - - 0 34,c3b4 g7g5 f4g5 h6g5 h4h5 a3h3,1578,endgame long mate matein3 rookendgame
f86Fz,8/4R3/6R1/8/3kPp1P/4n3/6K1/2r5 w - - 3 44,g2f3 c1f1 f3e2 f4f3 e2d2 f1d1,1428,endgame long mate matein3
BgxGJ,r5k1/ppp2ppp/2nbr3/8/3P4/P3BN1q/1P2BP2/2RQR1K1 w - - 2 17,e2f1 e6g6 e3g5 g6g5 f3g5 h3h2,1549,kingsideattack long mate matein3 middlegame sacrifice
Dplu8,1r4k1/1r3p1p/4pp2/1pQ5/1R6/3PP1P1/q4P1P/2R3K1 b - - 2 23,a2d2 b4g4 g8h8 c5c8 b8c8 c1c8,1476,endgame long master mate matein3 sacrifice
fdHsQ,2r2rk1/1R1R1pp1/6Q1/ppq5/2p5/4P2P/5PP1/6K1 b - - 0 28,c4c3 d7f7 f8f7 g6f7 g8h8 f7g7,1481,endgame long mate matein3
8Y46X,8/k1p4Q/1p2p3/p1q1P1p1/8/2P3P1/5nPP/5R1K w - - 5 33,h1g1 f2h3 g1h1 c5g1 f1g1 h3f2,1347,discoveredcheck doublecheck endgame long mate matein3 sacrifice smotheredmate
slzle,4N1k1/p3r1np/1pp2Qp1/8/4P3/2Pq3P/6P1/5R1K b - - 0 36,e7e8 f6f7 g8h8 f7f8 e8f8 f1f8,1324,backrankmate endgame long mate matein3 sacrifice
iuJfX,8/1p1k1B1R/p2r1b2/2P4p/1P2P2P/P2n1PK1/3r4/R7 w - - 0 36,c5d6 f6e5 f3f4 e5f4 g3h3 d2h2,1488,endgame fork long mate matein3 operamate
EeFD2,5rk1/Q4ppp/4p3/3pP3/1r2q3/8/P5PP/2R2R1K b - - 1 21,e4e5 a7f7 f8f7 c1c8 f7f8 f1f8,1519,endgame long mate matein3 sacrifice
RxTxi,6k1/pp4pp/2p1p3/2Pp4/PP1Ppb1q/3r2rP/5RP1/1N3QRK w - - 4 31,f2f4 g3h3 g2h3 d3h3 f1h3 h4h3,1398,kingsideattack long mate matein3 middlegame sacrifice
VjR90,1r2b1k1/p5p1/4pr1p/4N2P/2pP1PQ1/b1P3P1/P1B3q1/3KR2R w - - 5 29,h1g1 b8b1 c2b1 e8a4 b1c2 g2c2,1534,exposedking long mate matein3 middlegame sacrifice
u5BQD,2kr4/1pp3PR/p7/2b1P2Q/8/6P1/1PP3P1/qNK5 w - - 0 30,c2c3 c5e3 c1c2 a1a4 b2b3 a4a2,1557,endgame long mate matein3
bMDTi,5r1r/3k2pp/p2p4/1p6/Q2BP1nq/2N5/PP3P2/3RR1K1 w - - 0 27,a4a6 h4h2 g1f1 f8f2 d4f2 h2f2,1376,long mate matein3 middlegame
NOZTG,3R2k1/1q3p2/4p1pB/p3P1Pp/4p3/8/1P3QPP/2r2bK1 b - - 3 32,g8h7 d8h8 h7h8 f2f6 h8g8 f6g7,1558,attraction endgame long mate matein3 sacrifice
riyyA,6k1/q5pp/4p3/1Q1pP3/1P6/P1R1b3/6PP/6K1 w - - 0 28,g1f1 a7f7 f1e1 f7f2 e1d1 f2d2,1520,endgame long mate matein3
vLq1N,r2q1r1k/4bbB1/p1npBn2/8/1p6/5PN1/PPPQ1KPP/R3R3 b - - 0 19,h8g7 g3f5 g7h8 d2h6 f6h7 h6g7,1449,exposedking long mate matein3 middlegame
R5rQn,r2q1rk1/2pn1p2/p1b1p1pp/1p1p3Q/3B1P2/1P1PP1R1/P1P3PP/RN4K1 b - - 1 18,g8h7 h5h6 h7h6 g3h3 d8h4 h3h4,1350,attraction long mate matein3 middlegame pillsburysmate sacrifice
1k8Vf,r4r1k/p4Rpp/4p3/4b3/8/5Q1P/q4PP1/4R1K1 b - - 0 25,f8f7 f3a8 e5b8 a8b8 f7f8 b8f8,1505,endgame hangingpiece long mate matein3
KZ7jQ,8/8/R7/6p1/P7/5k2/r6P/7K w - - 1 38,h2h3 f3g3 a6b6 a2a1 b6b1 a1b1,1419,endgame exposedking long mate matein3 rookendgame
Jr1Ia,3q2k1/b5p1/4b1P1/5r2/pPp5/P2p1PB1/6P1/1R1QR2K w - - 2 32,e1e6 f5h5 g3h2 h5h2 h1h2 d8h4,1572,attraction long mate matein3 middlegame sacrifice
UdBy6,4r1k1/pR5p/1np2pn1/3p4/8/q4PN1/P2B2PP/Q6K w - - 0 27,a1f6 a3c1 d2c1 e8e1 g3f1 e1f1,1409,backrankmate fork long mate matein3 middlegame sacrifice
tENZl,1r4k1/p2RQprp/1q2B3/2p5/8/1P4P1/2P4P/1K6 b - - 0 35,b6e6 d7d8 b8d8 e7d8 e6e8 d8e8,1311,endgame long master mate matein3
pH4U1,4r2k/pQ1n1Rpp/2pq4/5p2/3P1p2/2PB1P2/PP4P1/7K w - - 0 24,b7d7 e8e1 d3f1 e1f1 h1h2 d6h6,1500,endgame long mate matein3
Rdaon,3r1k1r/p3bppp/1pB2n2/2B5/8/q1P5/P1P1QPPP/3RR1K1 b - - 4 18,a3c5 d1d8 e7d8 e2e8 f6e8 e1e8,1439,long mate matein3 middlegame operamate sacrifice
2daZF,4Q3/ppp5/3p3p/5b1k/7r/P3R1K1/2P2PP1/7q b - - 2 44,f5g6 e3e5 d6e5 e8e5 g6f5 e5f5,1447,endgame epaulettemate long mate matein3 pin sacrifice
OhlhC,1r3r1k/p2p1p1p/2n1pPpQ/2PpP3/3Pq3/6R1/P3N1PP/R6K b - - 3 22,f8g8 h6h7 h8h7 g3h3 e4h4 h3h4,1515,attraction kingsideattack long mate matein3 middlegame sacrifice
qwWL2,7k/1p5p/p3p2Q/5pRB/3p1P2/4n3/P6P/2q1K3 w - - 7 46,e1f2 c1f1 f2g3 f1g2 g3h4 g2h2,1479,deflection endgame exposedking long master mate matein3
2VHE4,3r1r2/pp3Rk1/2p1b2p/4N1p1/1P1qQ3/P5PP/6P1/5R1K b - - 0 26,e6f7 f1f7 f8f7 e4g6 g7h8 e5f7,1348,attraction cornermate long mate matein3 middlegame sacrifice
8msmk,5N2/2P5/p2p2k1/3Pp3/4K3/4B2r/P3r2p/5R2 b - - 4 41,g6h5 f1f5 h5g4 f5g5 g4h4 f8g6,1398,endgame long master mate matein3
qGTZi,6k1/6pp/4p3/P2pN3/1R1PbP2/6PP/1P1R1K2/2r4r w - - 1 39,a5a6 h1h2 f2e3 c1e1 d2e2 e1e2,1587,endgame long mate matein3
QtCZt,4Q3/5R2/6R1/2kp4/P7/4P2p/4r3/1r4K1 w - - 1 40,f7f1 h3h2 g1h1 b1f1 g6g1 f1g1,1433,advancedpawn deflection endgame exposedking long mate matein3 queenrookendgame
Rrh2R,2k4r/pp1N4/2n5/4p2p/PP1p4/1Q3p2/3BqPK1/2RR4 w - - 0 30,g2h2 e2f2 h2h3 f2g2 h3h4 g2g4,1312,exposedking long master mate matein3 middlegame
4w6uX,3k4/1R6/r1pp2p1/4p1r1/2P1PnBp/3P2bP/6P1/1R4K1 b - - 0 39,f4d3 b7b8 d8e7 b1b7 e7f6 b8f8,1454,exposedking long mate matein3 middlegame pillsburysmate
Gz1Dz,r4k2/5p1p/6p1/3pR3/ppp5/5q2/P1P5/1KB1R3 b - - 1 34,b4b3 c1h6 f8g8 e5e8 a8e8 e1e8,1304,endgame long mate matein3 pillsburysmate
CWV44,r4rk1/pbp3pp/1p3n2/5N1N/4PQ2/3q4/PP4PP/4RR1K b - - 1 20,f6h5 f5e7 g8h8 f4f8 a8f8 f1f8,1541,backrankmate deflection discoveredattack long mate matein3 middlegame
sBq52,r1bqr1k1/5p2/p3pn1Q/1p4N1/2pP4/2P5/PPB2PPb/R4R1K b - - 1 18,h2f4 c2h7 f6h7 h6h7 g8f8 h7f7,1317,kingsideattack long mate matein3 middlegame
mFSdB,2kr1br1/ppp2p2/3p4/3Np3/2PnP1q1/5N1P/PPP1Q2B/1K4R1 w - - 1 21,f3d4 g4g1 h2g1 g8g1 e2d1 g1d1,1482,backrankmate long mate matein3 middlegame
T7hk4,8/R6R/p5p1/1p2n3/5krP/7K/8/8 w - - 5 53,a7a6 g4g3 h3h2 e5f3 h2h1 g3g1,1410,arabianmate endgame long mate matein3
IQoLr,5k2/1p4bQ/p5Rp/4q3/8/6P1/6P1/6K1 w - - 2 41,g1h2 e5h5 h2g1 g7d4 g1f1 h5d1,1591,endgame long master mate matein3
BpARe,1k1r4/pp3Qp1/3r4/1qn2B2/8/7P/PP6/1KR1R3 b - - 4 28,c5d3 f7c7 b8a8 c7c8 d8c8 c1c8,1515,backrankmate long mate matein3 middlegame sacrifice
tW0Js,6rk/p4Q2/2pr3p/5P2/8/2P4R/Pq4PP/6RK w - - 1 36,f5f6 b2g2 g1g2 d6d1 g2g1 d1g1,1478,endgame long mate matein3 sacrifice
MQ5X2,r5k1/5rpp/2pB4/2Pp4/1p1qP3/P6Q/4R1PP/6RK w - - 0 33,a3b4 d4g1 h1g1 a8a1 e2e1 a1e1,1444,attraction long mate matein3 middlegame sacrifice
3a1h5,1r4kr/Q4ppp/1p2p3/4b2n/4Bq2/2N2P2/PP2R2P/3R3K b - - 3 23,h5f6 a7b8 e5b8 d1d8 f6e8 d8e8,1358,kingsideattack long mate matein3 middlegame sacrifice
MOTZW,r2q3r/1pn2pk1/p2p4/2pPp1P1/P1PNPPp1/3N2p1/1P1Q2P1/R4R1K w - - 1 25,h1g1 h8h1 g1h1 d8h8 h1g1 h8h2,1398,attraction kingsideattack long mate matein3 middlegame sacrifice
iiaGz,5rk1/p1Q2ppp/4p3/8/8/P3q1P1/Pr2PRKP/3R4 b - - 2 19,b2e2 c7f7 f8f7 d1d8 f7f8 d8f8,1470,endgame long master mate matein3 sacrifice
XGJnP,8/p2P2k1/6pp/1Bp1Pb2/P6K/7P/6r1/3R4 w - - 2 39,d7d8q g6g5 d8g5 h6g5 h4h5 f5g6,1350,endgame long mate matein3 morphysmate
8t5Dv,4r2r/1kpp1p1p/1p6/p3q3/P3P3/1R6/2P2QPP/1R5K b - - 9 25,e5e4 b3b6 c7b6 f2b6 b7c8 b6b8,1423,endgame long mate matein3 sacrifice
XEBNe,8/7R/p1kp4/1p3nq1/4Q3/P1P5/5rP1/3K4 b - - 3 30,d6d5 e4e6 f5d6 e6d7 c6c5 d7c7,1432,endgame epaulettemate long mate matein3
RjFsJ,Q7/ppk4p/2np4/6b1/2BPP3/2P5/Pq4PP/RN4K1 w - - 0 17,a8g8 g5e3 g1h1 b2c1 c4f1 c1f1,1383,long mate matein3 middlegame
eKYiB,r7/2p2kpr/p1p2q2/1p4B1/3P2b1/2P5/PP3bPP/RN3R1K w - - 0 17,g5f6 h7h2 h1h2 a8h8 f6h4 h8h4,1455,attraction kingsideattack long mate matein3 middlegame pillsburysmate sacrifice
Jy8na,8/1PR4p/7k/3Nppp1/2Pn4/5PKP/1r4P1/8 w - - 1 51,d5f6 f5f4 g3h2 d4f3 h2h1 b2b1,1567,deflection endgame long mate matein3 pin
vk8gt,2kr2nr/ppp2p1p/2n1b1p1/4P1Q1/2q5/2N2P2/PPPB3P/2KR2R1 b - - 1 14,c6b4 g5d8 c8d8 d2g5 d8e8 d1d8,1582,attraction discoveredcheck doublecheck long mate matein3 middlegame operamate queensideattack sacrifice
hCXNL,1r4k1/5ppp/2p2q2/2p5/2Pp2R1/rP1P2QP/5PP1/1R4K1 b - - 0 25,b8b3 g3b8 b3b8 b1b8 f6d8 b8d8,1589,endgame long mate matein3 sacrifice xrayattack
WE94y,3r4/1pp1Q2p/p4pk1/N1P3p1/1P1n4/P5qP/5R2/5BK1 w - - 10 37,f2g2 d4f3 g1h1 g3h3 g2h2 h3h2,1493,exposedking long mate matein3 middlegame
RLX1O,3N2k1/pbq1n1pp/4pr2/2p5/2B5/2P5/PP2QbPP/3RR2K w - - 2 22,d8e6 c7h2 h1h2 f6h6 e2h5 h6h5,1591,attraction kingsideattack long master mate matein3 middlegame pillsburysmate sacrifice
PMIbL,2k1Rb1r/ppp2Qpp/5n2/8/3r4/3P1B2/P4PPP/qN4K1 b - - 1 16,f6e8 f7e8 d4d8 f3g4 c8b8 e8d8,1596,deflection long mate matein3 middlegame pin queensideattack
GGLvr,4R1k1/p1p2pp1/P2b3p/1pNP4/nq1B1P2/6PP/5KB1/8 b - - 1 35,g8h7 g2e4 f7f5 e4f5 g7g6 e8h8,1349,long mate matein3 middlegame operamate
wpd29,1r3b1k/p1n2p1p/Pqb1pP2/7N/2B2PQ1/1P2p1R1/3r2PP/R6K b - - 6 31,f8h6 g4g7 h6g7 f6g7 h8g8 h5f6,1533,advancedpawn kingsideattack long mate matein3 middlegame sacrifice
IQ0SK,6rk/2r3qp/p7/1p3Q2/4Pp2/3p1R1P/PPP2RP1/7K w - - 0 27,c2d3 c7c1 h1h2 g7g3 f3g3 f4g3,1445,endgame long mate matein3 sacrifice
ohk73,1k1r4/Bp3p2/p3b2p/4p1p1/4Pn2/2P1QP2/q1P3PP/1R4K1 b - - 3 28,b8c8 e3c5 c8d7 b1b7 d7e8 c5e7,1466,deflection long mate matein3 middlegame queensideattack
1Y3SQ,r6k/1b4pp/2nq2p1/1B6/Pp1P4/1Q6/5rP1/1K1R3R b - - 1 27,c6a5 h1h7 h8h7 d1h1 d6h2 h1h2,1395,attraction long mate matein3 middlegame sacrifice
uyBsY,2k1r3/ppp2ppp/8/2b1q3/4R3/P2Q3P/1PP2PP1/3R2K1 b - - 0 20,e5e4 d3d7 c8b8 d7d8 e8d8 d1d8,1333,backrankmate endgame long mate matein3 sacrifice
cOf3t,4r1k1/7p/6pB/5p2/1PqNr3/2P3P1/7P/2QR2K1 w - - 10 37,c1g5 e4e1 d1e1 e8e1 g1g2 c4f1,1426,dovetailmate long mate matein3 middlegame
e2xmd,5rk1/4Qppp/p3R3/1p1p4/2r5/P1P2R1P/1q4P1/6K1 b - - 0 27,c4c3 e7f7 f8f7 e6e8 f7f8 f3f8,1484,clearance endgame long mate matein3 sacrifice
4v2hm,r3kbr1/pp3p1p/5p2/3pp3/5Pb1/1B1P1N1q/PPP2P1P/RN1Q2RK w q - 3 15,g1g3 g4f3 d1f3 h3f1 g3g1 g8g1,1456,fork long mate matein3 middlegame
jDqYJ,8/5R1p/4B1p1/1b2p1k1/6P1/6P1/2r4P/r4NK1 b - - 0 41,c2c1 h2h4 g5h6 g4g5 h6h5 f7h7,1339,deflection endgame long mate matein3 pillsburysmate
PZMIi,3r2rk/p4pRp/5P1Q/1p2pq2/2b1p2P/2Pp4/PP3P2/1K4R1 b - - 8 31,d3d2 g7g8 d8g8 g1g8 h8g8 h6g7,1469,attraction kingsideattack long mate matein3 middlegame
KnPZl,8/1p4p1/p1p3p1/P2p1p1k/1r3P1P/R3PK2/8/8 b - - 7 36,h5h4 a3a1 b4b2 a1h1 b2h2 h1h2,1504,endgame long mate matein3 quietmove rookendgame
HH228,5Brk/pp3Q1p/4p1p1/3pP3/3P4/4q3/Pr3RPP/2R4K b - - 0 26,b2f2 f8g7 g8g7 c1c8 g7g8 c8g8,1395,endgame long mate matein3 sacrifice
Fy1N1,3r2k1/Q3pp1p/6p1/1r6/2R1B3/5P1P/P4P2/q4K1R w - - 1 24,f1g2 b5g5 g2h2 a1e5 f3f4 e5f4,1350,long mate matein3 middlegame
aFOXL,6k1/1R5p/5KpP/5p2/6r1/8/1p3PP1/8 b - - 5 37,b2b1q b7b1 g4c4 b1b8 c4c8 b8c8,1523,endgame hangingpiece long mate matein3
