id,fen,moves,rating,themes
CLAPf,3r1k2/1b1q1p1p/p7/5Q1P/1pB1p3/8/PPP5/2K3R1 w - - 3 31,f5h7 d7d2 c1b1 d2d1 g1d1 d8d1,1046,backrankmate endgame long mate matein3 sacrifice
Yf4A3,4rnk1/Q4ppp/1pp5/8/2q5/P7/1PP1B1PP/5R1K b - - 7 27,c4e2 a7f7 g8h8 f7f8 e8f8 f1f8,1090,backrankmate deflection endgame long mate matein3
fztqW,2q4k/pp3Qpp/5p2/8/8/P5BK/1P5P/8 w - - 7 38,h3h4 g7g5 h4h5 c8h3 g3h4 h3h4,1196,endgame long mate matein3
kfBr5,r4r1k/pp2R1pp/2p1Q3/8/8/3P4/PPPq1PPP/4R1K1 w - - 3 19,e6d7 d2f2 g1h1 f2f1 e1f1 f8f1,1104,backrankmate endgame long mate matein3 sacrifice
z8x1r,4r1k1/pp3R2/2p3Bb/3pr2P/4n3/6N1/PPP5/1K4R1 w - - 4 29,g3f5 e4d2 b1a1 e5e1 g1e1 e8e1,1139,backrankmate long mate matein3 middlegame
YPb2E,5r1k/p5pp/2p1Q1b1/3p4/2p1p1P1/5R2/P1Pq1P1P/5RK1 b - - 0 27,f8f3 e6c8 g6e8 c8e8 f3f8 e8f8,1159,endgame long mate matein3
waI0l,5r1k/p5p1/1qp4p/8/P7/1PQ5/5PPP/4R1K1 w - - 1 34,a4a5 b6f2 g1h1 f2f1 e1f1 f8f1,1100,backrankmate endgame long mate matein3 sacrifice
XbE1n,5k2/5ppp/2R1n3/1B1pP3/3P4/1P5P/1P1r1PPK/r7 b - - 0 31,d2f2 c6c8 e6d8 c8d8 f8e7 d8e8,1258,endgame long mate matein3 operamate
es1g4,3q2k1/1pp3pp/8/4r3/2Pn1Q2/3P4/6PP/5R1K b - - 3 28,e5e2 f4f7 g8h8 f7f8 d8f8 f1f8,1095,backrankmate endgame long mate matein3
bmFSm,5r1k/p3b1pp/3BQ3/3p4/8/8/PPPq1PPP/4R1K1 w - - 5 23,e6e7 d2f2 g1h1 f2f1 e1f1 f8f1,1119,backrankmate endgame long mate matein3 sacrifice
EKRFN,q4rk1/p1rR1ppp/1pP5/8/8/Q7/P4PPP/4R1K1 b - - 2 25,a8c6 a3f8 g8f8 d7d8 c6e8 e1e8,1247,attraction endgame long mate matein3 sacrifice
KvBc4,4r1k1/pp4pp/8/3P4/8/2P2Q2/q5PP/5RK1 b - - 0 28,a2e2 f3f7 g8h8 f7f8 e8f8 f1f8,1027,backrankmate endgame long mate matein3 sacrifice
pFdlg,r2qr2k/p1p3pp/3p4/1PP2p2/1P3N2/1QP1nPP1/5K2/R7 b - - 2 25,d6c5 f4g6 h7g6 a1h1 d8h4 h1h4,1240,kingsideattack long mate matein3 middlegame sacrifice
02Vx1,r2r1bk1/1b5p/pq3Pp1/1p2N1P1/4P2Q/1PPp3P/6K1/R4R2 b - - 0 30,b6e3 f6f7 g8h8 e5g6 h8g7 h4h6,1241,advancedpawn kingsideattack long mate matein3 middlegame pin
pypR3,rb3rk1/5ppB/1qp4p/p3N3/1P6/P5Pb/2Q2P1P/R3R1K1 b - - 1 23,g8h8 e5f7 f8f7 e1e8 f7f8 e8f8,1058,clearance kingsideattack long mate matein3 middlegame sacrifice
fO4BW,5r1k/pp4pp/8/8/4n3/4Q3/Pq3PPP/RN2R1K1 w - - 0 25,e3e4 b2f2 g1h1 f2f1 e1f1 f8f1,1082,backrankmate endgame long mate matein3 sacrifice
iUBm7,7R/ppkn4/2n1p1Q1/1B1p2P1/3P1q2/2N5/PPP2r2/2K5 w - - 1 20,c1b1 f2f1 b5f1 f4f1 c3d1 f1d1,1049,long mate matein3 middlegame queensideattack sacrifice
sSCNa,6k1/p5pp/1qp5/8/P4Q2/2P2R2/4K1PP/3r4 b - - 1 31,b6d8 f4f7 g8h8 f7f8 d8f8 f3f8,1061,backrankmate endgame long mate matein3
sGecT,6k1/2pQ1p2/R1n1r3/1p4q1/8/1P5P/5PP1/6K1 w - - 0 27,a6c6 e6e1 g1h2 g5f4 g2g3 f4f2,1164,endgame long mate matein3
JNvon,2r2k1r/1Q1b1ppp/B1q1pn2/8/8/8/PP3PPP/1K1R3R w - - 1 20,d1d7 c6c2 b1a1 c2c1 h1c1 c8c1,1227,backrankmate long master mate matein3 middlegame sacrifice
ohb8K,5r2/pp6/2p1k3/4p1R1/1PPn4/P7/5KP1/3R4 w - - 4 35,f2g1 d4e2 g1h2 f8h8 g5h5 h8h5,1105,anastasiamate endgame long mate matein3
GbWoZ,7r/6pp/2N1k3/1P2P3/Q3n3/4b1P1/1r4KP/5R2 w - - 1 35,g2h3 e4g5 h3h4 b2h2 h4g4 h7h5,1226,deflection long mate matein3 middlegame
inBIl,4rr2/1p3pk1/p2Q2p1/3P3p/8/2P2q1P/PP2p1RK/6R1 b - - 1 32,e2e1q g2g6 f7g6 d6g6 g7h8 g6h6,1173,long mate matein3 middlegame sacrifice
fvG5v,1k1r4/1ppq2p1/p5Q1/b5P1/2n5/3B2BP/PPP5/2K4R w - - 4 25,d3c4 d7d2 c1b1 d2d1 h1d1 d8d1,1055,backrankmate long mate matein3 middlegame sacrifice
vvQUA,2r2rk1/Q4Rpp/4p3/3pq3/8/2p5/P5BP/5R1K b - - 0 25,f8f7 a7f7 g8h8 f7f8 c8f8 f1f8,1088,backrankmate endgame long mate matein3
SRGVH,6rk/2p2p1p/p2p1p2/Pp1P3q/4PP2/4QbP1/1P5P/2R1R2K w - - 0 33,h1g1 g8g3 h2g3 h5h1 g1f2 h1g2,1088,endgame kingsideattack long mate matein3 sacrifice
3qSj0,2r3k1/p1r1pp1p/Qp1p1npB/8/2B1P3/Pq3P2/6PP/2R2R1K b - - 0 27,c7c4 a6c8 c4c8 c1c8 f6e8 c8e8,1285,kingsideattack long mate matein3 middlegame pillsburysmate xrayattack
WiZ0j,5rk1/1p1q1p1p/p7/3p2rR/3BP3/2PP3R/P5P1/6K1 b - - 0 28,g5h5 h3g3 d7g4 g3g4 h5g5 g4g5,1116,endgame long mate matein3 pillsburysmate
V5igy,1k4r1/1pp5/p4Q2/8/3Nq1rp/1P2P1P1/P4P1P/2R2RK1 w - - 0 32,h2h3 g4g3 f2g3 g8g3 g1h2 e4g2,1242,long mate matein3 middlegame sacrifice
z1ePk,5r1k/6pp/p7/1p1QN3/5q2/8/PP4PP/4R1K1 w - - 0 33,d5e4 f4f2 g1h1 f2f1 e1f1 f8f1,1120,backrankmate endgame long mate matein3 sacrifice
QkrXM,2r2r2/p4p1p/4pPpk/1p1pP1n1/2pN1R2/P1P1P3/1P4PP/6K1 b - - 1 26,g5e4 f4h4 h6g5 d4f3 g5f5 g2g4,1090,endgame long mate matein3
WEUex,8/p7/R3B3/4p1k1/2P2bP1/3r4/P3RKP1/8 w - - 5 43,a6a7 f4g3 f2g1 d3d1 e2e1 d1e1,1162,endgame long mate matein3 pillsburysmate
6IYuG,7r/p5R1/1p2pk1r/1P6/1PpP1Pp1/2P3P1/8/4R1K1 w - - 3 31,g7a7 h6h1 g1f2 h8h2 f2e3 h1e1,1171,deflection endgame exposedking long mate matein3 rookendgame
YCf7m,r5k1/1pnQb1pp/3p4/p2Pp3/P7/1P5P/2q3PB/5R1K b - - 1 31,e7f8 d7f7 g8h8 f7f8 a8f8 f1f8,1085,backrankmate deflection long mate matein3 middlegame
3ObzT,r1b3k1/pp4pp/2p1q2r/3p1p2/3P1P2/1QN1P2P/PP1BBb1K/R5R1 w - - 2 19,g1g2 h6h3 h2h3 e6h6 e2h5 h6h5,1250,attraction long mate matein3 middlegame sacrifice
MHiHJ,5r1k/ppp3pp/2n2q2/3p2N1/1P1Pp3/1QP5/P2B2PP/R4NK1 w - - 2 22,b3d5 f6f2 g1h1 f2f1 a1f1 f8f1,1187,backrankmate deflection long mate matein3 middlegame
GsHhx,rnb2kr1/pppqppQR/3p4/3nP3/3P4/8/PPP2PP1/RNB1KBN1 b Q - 0 11,g8g7 h7h8 g7g8 c1h6 f8e8 h8g8,1233,backrankmate deflection long master mate matein3 opening
0ayMe,r3N2k/p4Bpp/2Qb4/8/6b1/1P2q1P1/P4RPP/2R3K1 w - - 2 24,c6a8 e3c1 f2f1 d6c5 g1h1 c1f1,1247,deflection hangingpiece long mate matein3 middlegame
C6K9Z,r5r1/1pp2kb1/3p2Np/3P1p1Q/2P1pK2/2q3P1/p4P1P/3R3R b - - 7 28,g7e5 g6e5 f7g7 h5g6 g7h8 g6h6,1217,deflection discoveredcheck doublecheck exposedking long mate matein3 middlegame
oPuSK,1r2r1k1/5pp1/1p5p/8/4QP2/PR6/5qPP/1R5K w - - 6 29,e4f3 e8e1 b1e1 f2e1 f3f1 e1f1,1050,endgame long mate matein3
csjh9,r7/2Q1npk1/p2Np1p1/3p4/1P1P2Pr/8/PP3P2/RN3RK1 w - - 3 25,c7e7 h4g4 g1h1 a8h8 e7h4 h8h4,1086,kingsideattack long mate matein3 middlegame
SthRO,3r4/pQR2p1k/4b1p1/6q1/8/7P/P4P2/4R2K w - - 3 31,e1e6 d8d1 e6e1 d1e1 h1h2 g5g1,1078,endgame exposedking long mate matein3
5SKVd,2r3k1/p5bp/3B2p1/8/P3pP2/8/5RPP/2q1R1K1 w - - 0 30,e1c1 c8c1 f2f1 g7d4 g1h1 c1f1,1066,backrankmate deflection endgame long mate matein3
dCuKC,1r4k1/6pp/p7/4q3/2Pb2P1/3PpQ2/P3P3/5RK1 b - - 3 31,e5g5 f3f7 g8h8 f7f8 b8f8 f1f8,1226,backrankmate endgame long mate matein3 sacrifice
xYM7Q,2r2r1k/1pp5/p3p1Q1/7N/P1P5/8/1q3PPP/3RR1K1 w - - 1 30,e1e3 b2f2 g1h1 f2f1 d1f1 f8f1,1006,backrankmate fork long mate matein3 middlegame sacrifice
2Ortu,4r1k1/p1qn2pp/1bN1p3/1p6/2p3P1/P4Q1P/1P4B1/5R1K b - - 2 28,e8f8 c6e7 g8h8 f3f8 d7f8 f1f8,1168,backrankmate deflection long mate matein3 middlegame
yuARZ,B5k1/p2npr1p/6p1/2p1b3/1pN4q/1Q5b/PP3PP1/R1BR2K1 w - - 0 20,b3h3 h4f2 g1h1 f2f1 d1f1 f7f1,1259,kingsideattack long mate matein3 middlegame pillsburysmate sacrifice
lcmY0,5rk1/pb1Q1ppp/1p6/1Br5/2P1n3/8/Pq3PPP/R3R1K1 w - - 0 21,d7b7 b2f2 g1h1 e4g3 h2g3 c5h5,1204,kingsideattack long mate matein3 middlegame sacrifice
eXTRq,3rr1k1/5ppp/p7/2pN4/2q1R3/6P1/5P1P/3Q1RK1 b - - 0 28,e8e4 d5e7 e4e7 d1d8 e7e8 d8e8,1221,discoveredattack endgame fork long mate matein3
LSuEm,5rk1/pp1n2p1/5q1p/4p3/8/N1P5/PP1Q2PP/R5K1 w - - 2 25,d2d7 f6f2 g1h1 f2f1 a1f1 f8f1,1189,backrankmate endgame long mate matein3 sacrifice
usuFC,1r6/p3p1k1/2ppprp1/q3n3/7Q/2N5/PPP5/2KR3R b - - 1 22,a5b4 h4h7 g7f8 h7h8 f8f7 h1h7,1204,long mate matein3 middlegame
9WMnF,8/p4kp1/1p4p1/8/2P1R2R/1P3P1P/r6r/6K1 b - - 5 37,h2b2 h4f4 f7g8 e4e8 g8h7 f4h4,1044,endgame long mate matein3 rookendgame
EVxmO,1k4r1/ppp2R2/3b3p/Q3p1q1/2B1P3/3P3P/PPP4K/5R2 w - - 3 21,f7f2 g5g3 h2h1 g3h3 f2h2 h3f1,1021,deflection long mate matein3 middlegame
0XIUw,r4bk1/ppp3pp/3pp3/4n3/3PP1P1/4B1Nq/PPP2Q2/5RK1 b - - 0 21,e5g4 f2f7 g8h8 f7f8 a8f8 f1f8,1197,backrankmate deflection long mate matein3 middlegame
tCx0g,1Q6/4ppk1/4q1pR/4P3/8/1P4P1/5P1K/4r3 b - - 2 33,g7h6 b8h8 h6g5 h8h4 g5f5 h4f4,1193,endgame long mate matein3
tmnOl,1Qb3k1/p2qNpp1/3p1b1p/p2P4/2R5/3B3P/P4PPK/4r3 b - - 10 29,e1e7 c4c8 e7e8 c8e8 d7e8 b8e8,1115,kingsideattack long mate matein3 middlegame
MHpnF,3q2k1/6p1/7p/2Qp4/R7/2Pr4/5PBP/6K1 w - - 2 30,a4a5 d3d1 g2f1 d8g5 g1h1 d1f1,1053,deflection endgame long mate matein3
8Umu4,5r1k/p5pp/1p3q2/2p5/2Ppb3/3P4/PP2Q1PP/4R1K1 w - - 0 23,e2e4 f6f2 g1h1 f2f1 e1f1 f8f1,1145,backrankmate endgame long mate matein3 sacrifice
dgUGS,rn3k2/pp6/2p3Q1/3Bp1Nn/3r4/8/PPP2qP1/R2K3R w - - 1 22,d1c1 f2d2 c1b1 d2d1 h1d1 d4d1,1167,backrankmate long master mate matein3 middlegame sacrifice
RJw0Q,3r2k1/2p2ppp/Rp6/6n1/2P2N2/1P1R3P/5PPK/4r3 b - - 4 31,d8d3 a6a8 d3d8 a8d8 e1e8 d8e8,1122,backrankmate endgame long mate matein3
9hJ0W,4nk2/5ppp/3p4/pr1P2P1/1rP1Q3/5P2/1P2R2P/qNK5 b - - 4 29,b5b8 e4e7 f8g8 e7e8 b8e8 e2e8,1154,backrankmate deflection long mate matein3 middlegame
vgPsr,3r2k1/p4ppp/2p1q3/7r/8/3R2Q1/P5P1/6K1 b - - 3 31,d8d3 g3b8 d3d8 b8d8 e6e8 d8e8,1050,endgame long mate matein3
PQqtq,4r1k1/ppp3pp/3q4/3pP3/8/2P2Q2/PP4PP/5RK1 b - - 0 19,d6e5 f3f7 g8h8 f7f8 e8f8 f1f8,1231,backrankmate endgame long mate matein3 sacrifice
LO2sx,4r1rk/4q1pp/4b3/2P4Q/1pBP4/1P2P1R1/7P/2K3R1 b - - 2 28,e6c4 h5h7 h8h7 g3h3 e7h4 h3h4,1291,attraction long mate matein3 middlegame sacrifice
7WaPo,1r4k1/2Q2ppp/4p3/2p3P1/3q4/3P4/6PP/5R1K b - - 3 27,b8d8 c7f7 g8h8 f7f8 d8f8 f1f8,1019,backrankmate endgame long mate matein3 sacrifice
6kOD4,3r4/2q3bk/p1p1Q1pp/1p2p3/2P2p2/P6P/1PB2PP1/4R1K1 b - - 1 32,d8d6 c2g6 h7h8 e6e8 g7f8 e8f8,1267,endgame long mate matein3
gikNF,r1b3k1/p3Qppp/1qp1pn2/1p5B/4nP2/P3P3/1P1r2PP/R4RK1 b - - 1 19,d2d7 h5f7 g8h8 e7f8 f6g8 f8g8,1191,kingsideattack long mate matein3 middlegame
fP9cV,r1b3k1/ppp3pp/3b4/3Q4/8/2P2r2/PP3qPP/R1B1R2K b - - 0 16,f3f7 e1e8 d6f8 e8f8 g8f8 d5d8,1102,attraction kingsideattack long mate matein3 middlegame pin sacrifice
Rw8IJ,1Q1n2k1/1pp5/8/4p1q1/4P3/2PP1bp1/P5B1/3R3K w - - 0 36,g2f3 g5h4 h1g1 h4h2 g1f1 h2f2,1177,endgame exposedking long mate matein3
ABkCZ,8/4R1p1/3B2kp/8/8/1PPP4/r4rPP/5R1K w - - 3 37,f1f2 a2a1 e7e1 a1e1 f2f1 e1f1,1007,backrankmate endgame long mate matein3
lHne4,3r2rk/Q2b4/1p1p1b2/1P1P4/3Pp3/P3Pp1p/8/1R2BK1R w - - 1 34,b1c1 d7b5 c1c4 b5c4 f1f2 f6h4,1155,exposedking long mate matein3 middlegame
KLfoD,3r2k1/p4pbp/1p4p1/8/4Q3/6P1/Pr5P/5R1K b - - 3 33,d8d2 e4e8 g7f8 e8f7 g8h8 f7f8,1057,deflection endgame long mate matein3
zzJbF,8/5ppk/8/pP1p3p/P2P3Q/2r1P1B1/2r1q1PP/R4RK1 w - - 4 29,f1f2 c2c1 a1c1 c3c1 f2f1 c1f1,1039,kingsideattack long mate matein3 middlegame
Qk5MJ,r4rk1/ppq3pp/5b2/4N3/2BpP3/5Q2/PP3PPP/R5K1 b - - 2 19,g8h8 e5g6 h7g6 f3h3 f6h4 h3h4,1291,kingsideattack long mate matein3 middlegame sacrifice
qAo1G,rn1q2kr/pbp3p1/1p2p2p/3n4/2B5/2BP1Q2/PPP2PPP/2KR3R b - - 1 12,d5c3 c4e6 g8h7 f3f5 g7g6 f5f7,1101,epaulettemate kingsideattack long mate matein3 middlegame
7ZY1q,8/pp4pk/2b3pp/8/P2p2P1/1P5P/2B1KQ2/7q b - - 5 37,h1h3 c2g6 h7g8 f2f7 g8h8 f7f8,1209,endgame long mate matein3
0kNa8,6rk/p4p1p/2pqppr1/3p4/3P4/2PQ1PPP/P4P2/1R3RK1 w - - 1 19,g1g2 g6g3 f2g3 d6g3 g2h1 g3h3,1118,deflection endgame long mate matein3 sacrifice
2rd2z,r5k1/p1p2ppp/2bpr1q1/8/8/1P2B1PP/PP3Q2/4RRK1 b - - 0 22,g6e4 f2f7 g8h8 f7f8 a8f8 f1f8,1015,backrankmate long mate matein3 middlegame sacrifice
ruILh,5rk1/2p2pp1/2ppb3/8/2P1PQ2/3P4/1r1bNPPP/3R2K1 w - - 0 26,d1d2 b2b1 e2c1 b1c1 d2d1 c1d1,1133,backrankmate endgame long mate matein3
qKBLW,5r1k/4r1p1/p4q1p/3Q4/8/1P6/P1R2PPP/5RK1 w - - 0 25,c2c6 f6f2 f1f2 e7e1 f2f1 e1f1,1282,endgame long mate matein3 sacrifice
GlsZr,r2kr3/ppp2Qp1/8/4q3/8/N1PR3P/P5K1/b7 b - - 5 25,d8c8 f7d7 c8b8 d7d8 e8d8 d3d8,1089,backrankmate long mate matein3 middlegame sacrifice
7n4nB,8/6p1/2PQ1p1k/4p2p/4P1qP/3P1NPn/5P2/5K2 w - - 3 42,f3e5 g4d1 f1g2 d1g1 g2h3 g1h1,1030,endgame long mate matein3 sacrifice
fiqBA,r3rknQ/pppq1p1R/3p2p1/4p3/4P1b1/2PP4/PP2BPP1/RN2K3 b Q - 1 17,g4e2 h8g7 f8e7 g7f7 e7d8 f7d7,1092,long mate matein3 middlegame
RQ3IY,br2r1k1/R5p1/p1p2p1p/2Q5/5q2/1P1P1N2/P1P2PPP/4R1K1 w - - 4 29,e1e7 f4c1 f3e1 c1e1 e7e1 e8e1,1101,backrankmate long mate matein3 middlegame xrayattack
TVo7s,4r1k1/pp3ppp/2n5/8/2Qp2q1/P3r3/1PP1R1PP/3K1R2 b - - 9 23,e3e2 c4f7 g8h8 f7f8 e8f8 f1f8,1274,backrankmate endgame long mate matein3 sacrifice
aHJtc,3r2k1/p2q1p2/5np1/5P1p/4p3/1B4QP/PPP2P2/2K3R1 w - - 3 27,f5g6 d7d2 c1b1 d2d1 g1d1 d8d1,1142,backrankmate endgame long mate matein3 sacrifice
82tCW,r1b1r1k1/pp3ppp/2Pp4/8/2Q5/2P1q3/PP2B1PP/R3KR2 b Q - 0 17,b7c6 c4f7 g8h8 f7f8 e8f8 f1f8,1250,backrankmate long mate matein3 middlegame sacrifice
N3rOc,8/1R4pk/5p1p/6PP/7K/3r4/8/8 b - - 0 58,d3d1 g5g6 h7h8 b7b8 d1d8 b8d8,1013,endgame long mate matein3 rookendgame
BPEta,r6k/2qb1Qpp/2p5/4p3/1p1bR3/1B1P4/1PP2PPP/2B3K1 w - - 1 19,c1h6 a8a1 h6c1 a1c1 e4e1 c1e1,1184,kingsideattack long mate matein3 middlegame
