id,fen,moves,rating,themes
0HH5q,1rr3k1/1q3ppp/3P4/2B1p3/2QnP1P1/pP6/P4R1P/2K2R2 b - - 4 29,b7e4 c4f7 g8h8 f7f8 c8f8 f2f8 b8f8 f1f8,1072,backrankmate mate matein4 middlegame sacrifice verylong
0HYrn,1k5q/pp3p2/4Pp2/8/1P1pB3/P2P2b1/6P1/3Q1RK1 w - - 2 28,f1f3 h8h2 g1f1 h2h1 f1e2 h1g2 f3f2 g2f2,1013,deflection endgame mate matein4 swallowstailmate verylong
0K3PT,3r2k1/pp4p1/1q2p1P1/4PrRQ/5p2/2P1p3/PP3P1P/R6K b - - 2 26,f5g5 h5h7 g8f8 h7h8 f8e7 h8g7 e7e8 g7f7,1175,deflection endgame kingsideattack mate matein4 verylong
0KjSc,2r5/b4R1p/4p1pk/3p4/3P2PP/4P3/5PK1/8 b - - 2 33,a7b6 g4g5 h6h5 f7h7 h5g4 f2f3 g4f5 h7f7,1250,deflection endgame mate matein4 verylong
0KlBf,8/kppR4/pq5p/8/2B2Q2/7P/PPP2bP1/2K5 w - - 0 23,f4c7 b6e3 d7d2 e3e1 d2d1 f2e3 c1b1 e1d1,1228,clearance deflection endgame mate matein4 verylong
0Kugo,5r1k/pp1nr1b1/2p2BQ1/4pR2/4P3/P1qP3P/B1P3P1/7K b - - 0 25,d7f6 f5h5 f6h5 g6h5 g7h6 h5h6 e7h7 h6f8,1253,exposedking fork mate matein4 middlegame sacrifice verylong
0LU0O,r4k2/p3qpr1/7Q/3R4/6p1/1B6/PPP2PP1/6K1 w - - 1 31,d5f5 e7e1 g1h2 g4g3 f2g3 e1g3 h2g1 g3g2,1040,endgame mate matein4 verylong xrayattack
0OBIv,5rk1/ppp3p1/8/3R4/7p/2P2Q2/PP4PP/2q3KN w - - 1 29,f3d1 c1e3 h1f2 e3f2 g1h1 f2f1 d1f1 f8f1,1261,backrankmate endgame mate matein4 verylong
0PIXV,r1b2r1k/ppp1q1pp/2n5/8/1PB1p1nN/2P3P1/PBQ5/R5K1 b - - 3 20,g4e3 h4g6 h7g6 c2h2 c8h3 h2h3 e7h4 h3h4,1004,kingsideattack mate matein4 middlegame sacrifice verylong
0RHWa,5rk1/pb5p/1p6/1QppN3/4nr1q/2P5/PP2B1PP/R4RK1 w - - 0 27,b5d7 f4f1 e2f1 h4f2 g1h1 f2f1 a1f1 f8f1,1254,backrankmate deflection mate matein4 middlegame verylong
0TzRf,4r1k1/1p3ppp/p1b5/3r4/8/1q2BPQ1/1P4P1/4R1K1 b - - 4 28,e8e3 g3b8 d5d8 b8d8 c6e8 d8e8 e3e8 e1e8,1106,backrankmate endgame mate matein4 verylong xrayattack
0U0fj,3rr1k1/pp3ppp/8/4q3/1PQ1P3/P4RP1/5RKP/2b5 b - - 2 27,d8c8 c4f7 g8h8 f7f8 e8f8 f3f8 c8f8 f2f8,1114,backrankmate mate matein4 middlegame sacrifice verylong
0UCw7,qr3b2/4pk2/5Rp1/3Np3/4P1Q1/1P4N1/r5PP/6K1 b - - 0 28,e7f6 g4d7 f8e7 d7e7 f7g8 d5f6 g8h8 e7h7,1179,deflection mate matein4 middlegame verylong
0UNty,r6r/pp1R1B2/k1p5/8/2P5/6N1/PP1B1bPP/3R3K w - - 3 32,g3e4 h8h2 h1h2 a8h8 d2h6 h8h6 f7h5 h6h5,1177,attraction mate matein4 middlegame pillsburysmate sacrifice verylong
0VctV,5k2/n6p/3r2p1/8/2B2n2/5N2/5PPP/R5K1 w - - 0 35,a1a7 d6d1 f3e1 d1e1 c4f1 f4e2 g1h1 e1f1,1124,backrankmate deflection endgame mate matein4 verylong
0XJ31,5r1k/q5p1/p6p/1p3r2/1Q6/1B3N1P/PP4P1/R4K2 w - - 2 29,a1d1 f5f3 g2f3 f8f3 f1g2 a7f2 g2h1 f3h3,1052,deflection mate matein4 middlegame verylong
0XqVF,r2q1rk1/4bpnp/p3p1p1/6P1/1pPB1P2/4PR1Q/3P3P/RN4K1 b - - 0 21,g7f5 h3h7 g8h7 f3h3 f5h4 h3h4 h7g8 h4h8,1262,attraction kingsideattack mate matein4 middlegame operamate sacrifice verylong
0adQQ,4k3/4P3/4K3/8/p2N4/2P5/8/3r4 b - - 1 46,d1d4 c3d4 a4a3 d4d5 a3a2 d5d6 a2a1q d6d7,1057,advancedpawn endgame hangingpiece mate matein4 quietmove verylong
0dv6f,3q1k2/p6n/4P1rN/1pb1B3/2p1Q3/2Pr1P2/PP6/2K4R w - - 3 36,e4g6 c5e3 c1c2 d3d2 c2b1 d2d1 h1d1 d8d1,1300,mate matein4 middlegame queensideattack verylong
0eSLe,1r3k2/6pp/4B3/3pP3/1q6/3bP3/1R1p1PPP/3Q2K1 b - - 0 30,b4b2 d1f3 d3f5 f3f5 f8e7 f5f7 e7d8 f7d7,1142,endgame mate matein4 verylong
0emW8,r1b2rk1/1p3ppp/p7/3Np3/6P1/4P3/PPP3P1/2KR3R b - - 0 17,c8g4 d5e7 g8h8 h1h7 h8h7 d1h1 g4h5 h1h5,1211,anastasiamate attraction endgame mate matein4 sacrifice verylong
0fGIG,5r2/p4rkp/6p1/3Q4/8/8/1q3PPP/R1R3K1 w - - 6 36,a1b1 b2f2 g1h1 f2f1 c1f1 f7f1 b1f1 f8f1,1022,backrankmate endgame mate matein4 sacrifice verylong
0fZnA,2k1r3/1pp1rp1p/p2B1b2/7q/2QP2p1/2P2RP1/PP3PKP/R7 w - - 0 21,f3f6 h5h3 g2h1 e7e1 a1e1 e8e1 c4f1 e1f1,1162,killboxmate mate matein4 middlegame verylong
0g8wS,6k1/pp4pp/2p4r/2Pp4/3P2qP/5pP1/PP3P1K/R2Q1R2 w - - 0 26,f1h1 h6h4 h2g1 h4h1 g1h1 g4h3 h1g1 h3g2,1194,attraction endgame mate matein4 verylong
0gQw4,r4rk1/1Q3ppp/1p6/1q2p3/8/8/PPP3PP/3R1R1K b - - 0 21,a8a2 b7f7 f8f7 d1d8 b5e8 d8e8 f7f8 f1f8,1179,endgame mate matein4 sacrifice verylong
0gWAA,3rr1k1/ppp2p2/2p2qpB/5P2/8/5Q2/P2RRPPP/6K1 w - - 1 22,d2d8 f6a1 h6c1 a1c1 d8d1 c1d1 e2e1 e8e1,1298,backrankmate endgame mate matein4 verylong
0hWmn,1r4k1/p3qpp1/2p5/2p1p1NR/2PpP1n1/3P4/PrP4P/2RQ2K1 b - - 0 24,g4e3 h5h8 g8h8 d1h5 h8g8 h5h7 g8f8 h7h8,1202,attraction kingsideattack mate matein4 middlegame sacrifice verylong
0kJFL,5r1k/1p3rp1/p4pQp/4p2R/3p4/P2P1R1P/qPP3P1/6K1 b - - 11 24,a2b2 h5h6 g7h6 g6h6 h8g8 f3g3 f7g7 h6g7,1131,endgame kingsideattack mate matein4 sacrifice verylong
0lYNX,5rk1/1p3pp1/p6p/3p4/3P2Q1/3PR1R1/PP3qPK/2r5 b - - 3 29,g7g5 g4g5 h6g5 g3g5 g8h7 e3h3 f2h4 h3h4,1083,endgame mate matein4 sacrifice verylong
0macE,2r4k/R4p2/b3q1p1/8/B7/2P1p3/PPQ2PPP/6K1 w - - 0 29,f2e3 e6e3 c2f2 e3c1 a4d1 c1d1 f2e1 d1e1,1286,endgame fork mate matein4 verylong
0ouOd,rn5Q/pp2b3/2p1kp1n/7P/7q/2N1pP2/PPP1P3/R2K1BR1 w - - 0 21,h8h6 h4d4 d1c1 d4d2 c1b1 d2e1 c3d1 e1d1,1223,mate matein4 middlegame verylong
0pX1h,3r1b1k/p4pp1/5N1N/1pp1n3/2q1R3/2P4P/P5Q1/6K1 b - - 0 31,c4c3 h6f7 e5f7 e4h4 f7h6 h4h6 g7h6 g2g8,1065,mate matein4 middlegame sacrifice verylong
0qUjB,r4r1k/2qbb1p1/1n2p1P1/p2pP3/2pP2P1/P7/3pB1K1/2Q4R b - - 1 28,h8g8 h1h8 g8h8 c1h1 e7h4 h1h4 h8g8 h4h7,1208,attraction kingsideattack mate matein4 middlegame sacrifice verylong
0rZxo,7r/pR3pk1/2pp1q2/8/6p1/6Pp/P1Q2P2/5BK1 w - - 2 30,b7a7 h3h2 g1h1 f6f3 f1g2 f3g2 h1g2 h2h1q,1045,advancedpawn attraction endgame mate matein4 promotion verylong
0swb1,rnb3k1/1pq2rpp/8/5p2/p1Q1p2P/8/PP3PP1/1K1R1B1R b - - 1 18,c7c4 d1d8 f7f8 f1c4 c8e6 c4e6 g8h8 d8f8,1299,backrankmate intermezzo mate matein4 middlegame verylong
0tK5f,1q6/3Q1R1p/3pBppk/2pPb3/8/6PK/5r1P/8 b - - 3 37,b8b2 f7h7 h6g5 h7h5 g5h5 d7h7 h5g5 h7h4,1241,attraction endgame mate matein4 sacrifice verylong
0v016,6k1/p4r1p/5PpR/1b2p1P1/1p2P1K1/3P1R2/4q2r/2Q5 b - - 9 38,h2h6 c1c8 b5e8 c8e8 f7f8 f6f7 g8h8 e8f8,1264,advancedpawn deflection endgame mate matein4 verylong
0wUpA,2n3rk/pp3prp/2p2p2/3p1P1Q/3P3R/2P3PR/P1PqB1KP/8 b - - 8 30,g8e8 h5h7 g7h7 h4h7 h8g8 h7h8 g8g7 h3h7,1062,blindswinemate kingsideattack mate matein4 middlegame sacrifice verylong
0wq06,3r1rk1/7p/2p3p1/p1q1p3/Pn2P1R1/1P1PP3/1P5Q/1K4R1 b - - 1 30,c5e3 g4g6 h7g6 g1g6 g8f7 h2h7 f7e8 g6e6,1124,epaulettemate mate matein4 middlegame sacrifice verylong
0wyVu,r1bqk3/bp1p1pp1/p1n1p3/8/4PP2/1NNBBRp1/PPP1Q1P1/R5Kr w q - 4 17,g1h1 d8h4 h1g1 h4h2 g1f1 h2h1 e3g1 h1g1,1108,kingsideattack mate matein4 middlegame verylong
0xHbQ,r1bq1rk1/1p2b1pB/p1n1p3/3p2P1/3P1P2/N1P5/R6P/2BQ1RK1 b - - 0 17,g8h7 d1h5 h7g8 g5g6 f8f5 h5h7 g8f8 h7h8,1283,mate matein4 middlegame verylong
0xNsJ,6rk/1p3p1p/p7/2n2p2/b7/8/PKBBr2P/3R4 b - - 13 33,a4c2 d2c3 f7f6 c3f6 g8g7 d1d8 e2e8 d8e8,1178,endgame mate matein4 pin verylong
0yKNl,3r3k/pp1r2pp/5p2/2P5/1P6/P5qP/1QB1RRP1/7K w - - 5 33,f2f3 d7d1 c2d1 d8d1 e2e1 d1e1 f3f1 e1f1,1052,mate matein4 middlegame sacrifice verylong
0yb7v,5rk1/2q2ppp/p2p4/P2P4/2R2Q2/2P5/1r4PP/5R1K b - - 0 29,c7a5 f4f7 f8f7 c4c8 a5d8 c8d8 f7f8 f1f8,1248,endgame mate matein4 sacrifice verylong
10qvL,5b1k/p1p2P1p/1p4p1/4p3/2B1n2P/6B1/PP3PPK/2q5 b - - 2 25,c1c4 g3e5 e4f6 e5f6 f8g7 f7f8q c4g8 f6g7,1299,advancedpawn endgame mate matein4 pin promotion verylong
114ER,8/4Q1kp/4ppp1/p2p4/3P4/4PK1P/5PP1/1qq5 b - - 1 47,g7h6 e7f8 h6g5 h3h4 g5h5 g2g4 h5h4 f8h6,1276,endgame mate matein4 queenendgame verylong
12skC,2r3k1/p6p/4p1p1/2qpP1Q1/8/6R1/PPP2rPP/1KR5 w - - 0 24,g5g4 c5c2 c1c2 f2f1 g4d1 f1d1 c2c1 d1c1,1256,endgame mate matein4 queensideattack sacrifice verylong
12spQ,2Q1Q3/8/4p2p/1p4k1/6pq/1P3P2/P5PK/8 w - - 3 41,h2g1 h4e1 g1h2 g4g3 h2h3 e1h1 h3g3 h1h4,1284,endgame mate matein4 queenendgame verylong
13msD,2r3k1/ppr3p1/2q5/7P/3P4/6Q1/PP6/1K3R1R w - - 2 33,h1g1 c6c2 b1a1 c2c1 f1c1 c7c1 g1c1 c8c1,1134,backrankmate endgame mate matein4 sacrifice verylong
149Xr,3r3r/1p3pk1/p2p2p1/P1p4q/1PP1P2P/3PQnP1/5NR1/1R4K1 w - - 0 40,g1h1 h5h4 g3h4 h8h4 f2h3 h4h3 g2h2 h3h2,1283,arabianmate exposedking kingsideattack mate matein4 middlegame sacrifice verylong
15rH1,1R6/1P6/8/5pp1/5k1p/5P2/1r4K1/6N1 w - - 2 56,g2h3 g5g4 f3g4 f5g4 h3h4 b2h2 g1h3 h2h3,1174,endgame exposedking mate matein4 verylong
16P7O,3r4/1p2R3/p1k1R3/2ppP1q1/6p1/2PP4/PP4B1/6K1 b - - 0 32,c6b5 e7b7 b5a5 b2b4 c5b4 c3b4 a5a4 e6a6,1239,endgame mate matein4 verylong
18UDO,5k2/pb6/1p2p3/3p3p/3P3q/P1PBP1p1/1PQ3P1/R5K1 w - - 0 28,c2d1 h4h2 g1f1 h2h1 f1e2 h1g2 e2e1 g2f2,1162,deflection endgame mate matein4 verylong
18sCT,2kr3r/pp3pp1/2p5/2b2p2/8/6P1/P2B2PP/R2QR1K1 w - - 0 21,g1h1 h8h2 h1h2 d8h8 d2h6 h8h6 d1h5 h6h5,1102,attraction mate matein4 middlegame pillsburysmate sacrifice verylong
19dYI,1k3r2/pp4p1/2pb2n1/8/2B1Q3/3P2p1/PPP3P1/R5K1 w - - 0 22,e4g6 d6c5 d3d4 c5d4 g1h1 f8h8 g6h5 h8h5,1227,endgame mate matein4 verylong
1AlAH,4r3/4Nppk/4p1P1/3pP2P/1Rb5/4nPK1/r7/6R1 b - - 0 39,f7g6 h5g6 h7h6 g1h1 a2h2 h1h2 h6g5 f3f4,1140,mate matein4 middlegame verylong
1AoRu,2Q5/p2B2p1/4pp1k/3p3p/3P2bP/4P3/6PK/1q6 b - - 3 30,b1e1 c8h8 h6g6 d7e8 g6f5 h8h7 g7g6 e8g6,1284,endgame mate matein4 verylong
1D1db,1k3r2/R7/1p2pr2/1P1p4/3P4/2P2nP1/5PK1/R7 b - - 2 39,f8f7 a7a8 b8c7 a1a7 c7d6 a8d8 f7d7 a7d7,1083,endgame exposedking mate matein4 verylong
1DfGj,1k3r2/1pr3p1/p1q1p1Qp/3pP3/8/4P3/PPPR2P1/1KR5 w - - 12 33,d2d3 c6c2 c1c2 f8f1 d3d1 f1d1 c2c1 d1c1,1252,endgame master mate matein4 queensideattack sacrifice verylong
1DfmF,5r2/1p1k3r/p2p4/4p1Q1/3nP3/3P4/PPP2PPP/R4RK1 w - - 7 23,c2c3 d4e2 g1h1 h7h2 h1h2 f8h8 g5h6 h8h6,1182,anastasiamate attraction endgame kingsideattack mate matein4 sacrifice verylong
1E1s6,r3r1k1/p1p1p3/6p1/1p1Pp1B1/N1n1P3/5P1R/PP3qP1/2K4R b - - 1 23,e8f8 h3h8 g8f7 h1h7 f7e8 h7e7 e8d8 h8f8,1294,deflection exposedking kingsideattack mate matein4 middlegame verylong
1IR6X,8/1pp3pk/p2pPr2/3Qp2p/4P2r/2P2PqP/PP3RP1/5R1K w - - 1 29,e6e7 h4h3 g2h3 g3h3 h1g1 f6g6 f2g2 h3g2,1167,endgame kingsideattack mate matein4 sacrifice verylong
1K73u,3r1qk1/1Q3p1p/6p1/8/2N5/1P6/P4bPP/5RK1 w - - 0 27,f1f2 d8d1 f2f1 f8c5 c4e3 c5e3 g1h1 d1f1,1027,backrankmate deflection endgame mate matein4 verylong
1MCeC,k3r3/pp2r3/2n2Q2/2Np2B1/1P1P3p/2P2NbP/P4qP1/R6K w - - 13 30,g5h4 e7e1 f3e1 e8e1 a1e1 f2e1 f6f1 e1f1,1056,kingsideattack mate matein4 middlegame sacrifice verylong
1Mcvu,6k1/6p1/2p4r/4Q3/3P2qP/2P2pP1/P1P2P1K/5R2 w - - 7 31,f1e1 h6h4 h2g1 h4h1 g1h1 g4h3 h1g1 h3g2,1193,attraction endgame mate matein4 sacrifice verylong
1MvmM,5rk1/pp3rp1/1qp1p2p/3p4/4P1nN/2NP2P1/PPP1Q1P1/1R5K w - - 7 24,e2g4 f7f1 b1f1 f8f1 h1h2 b6g1 h2h3 g1h1,1051,kingsideattack mate matein4 middlegame verylong
1NnFF,r4k2/ppp2prp/5Q2/2q1R3/2p5/2N5/P1n2PPP/4R1K1 b - - 7 21,c5c6 f6e7 f8g8 e7e8 a8e8 e5e8 c6e8 e1e8,1239,backrankmate mate matein4 middlegame sacrifice verylong
1Ps4T,8/1kr1p3/ppp1Q1Nb/3pPR2/PP1P4/2P1q1B1/6PP/6K1 w - - 5 35,g3f2 e3c1 f2e1 c1e1 f5f1 h6e3 g1h1 e1f1,1290,deflection kingsideattack mate matein4 middlegame verylong
1VxoJ,5r1k/Q5p1/5q1p/8/3NR3/2P5/Pr3PPP/5RK1 w - - 0 26,e4e7 f6f2 f1f2 b2b1 e7e1 b1e1 f2f1 e1f1,1090,mate matein4 middlegame sacrifice verylong
1W5rH,1k1r4/p1p3p1/2p2n2/1N5p/PPQ5/3r1NP1/5PP1/6K1 w - - 0 28,c4c6 d3d1 g1h2 f6g4 h2h3 d1h1 f3h2 h1h2,1241,endgame hookmate mate matein4 verylong
1WoLd,4rk2/R5b1/p7/1p5p/6n1/PBN2p2/1PP2P1P/3R1K2 w - - 4 25,d1d7 g4h2 f1g1 e8e1 g1h2 g7e5 h2h3 e1h1,1261,mate matein4 middlegame pillsburysmate sacrifice verylong
1Zuh6,2b1r3/p1Q3pp/1p3k2/8/8/B7/P4PPP/RN2N1K1 w - - 3 22,g1f1 c8a6 c7c4 a6c4 e1d3 c4d3 f1g1 e8e1,1146,backrankmate mate matein4 middlegame verylong
1dLXG,2r3k1/5pp1/p7/q2p1N2/2r3P1/1RpRB3/PbQ5/K7 w - - 2 30,a1b1 a5a2 b1a2 c4a4 b3a3 a4a3 a2b1 a3a1,1162,attraction mate matein4 middlegame operamate queensideattack sacrifice verylong
1gRzA,8/p1p3k1/2p2p2/3p1Pp1/3P1r2/2P1K2R/Pr3P2/7R b - - 9 30,b2f2 h3h7 g7f8 h7h8 f8e7 h1h7 e7d6 h8d8,1010,endgame mate matein4 rookendgame verylong
1gdQC,3r1rk1/5q2/p6p/6p1/N7/3Q4/5PPP/B4RK1 w - - 6 34,d3c3 f7f2 f1f2 d8d1 c3e1 d1e1 f2f1 f8f1,1141,fork mate matein4 middlegame sacrifice verylong
1gmjp,r3r1k1/3n1pBp/3pnPpQ/p3p3/1p2P3/5R2/PPq3PP/R6K b - - 1 27,c2e4 h6h7 g8h7 f3h3 e4h4 h3h4 h7g8 h4h8,1217,attraction kingsideattack master mastervsmaster mate matein4 middlegame operamate sacrifice verylong
1hglU,2r3k1/pp1b1p1p/4pRpQ/8/3qBB2/2r5/P5PP/R6K w - - 4 22,f6f7 c3c1 a1c1 c8c1 f4c1 d4d1 f7f1 d1f1,1167,mate matein4 middlegame sacrifice verylong
1iCya,6k1/3r2pp/4r3/p3Pp1P/P2p1P2/qPp3Q1/2P3R1/3K2R1 b - - 5 39,d4d3 g3g7 d7g7 g2g7 g8f8 g7g8 f8e7 g1g7,1184,endgame kingsideattack mate matein4 sacrifice verylong
1k5pB,1r4k1/5p1p/b3p1p1/p2p3N/6Q1/8/6PK/1q6 b - - 3 37,g8h8 g4d4 e6e5 d4e5 f7f6 e5f6 h8g8 f6g7,1284,endgame fork mate matein4 verylong
1m81J,8/1N6/4Rp1p/8/5n2/1Pkb4/r6P/4R2K w - - 8 43,e6d6 d3e4 e1e4 a2a1 d6d1 a1d1 e4e1 d1e1,1101,endgame mate matein4 sacrifice verylong
1pMuH,8/8/7p/pPp2K1k/2P3p1/6P1/8/8 b - - 0 59,a5a4 b5b6 a4a3 b6b7 a3a2 b7b8q a2a1q b8e8,1152,advancedpawn endgame mate matein4 pawnendgame promotion verylong
1pMvA,1r4k1/R1p2p1p/4nBp1/3pP3/3P1P2/5P2/4r2P/R5K1 b - - 0 28,b8b2 a7a8 e6f8 a8f8 g8f8 a1a8 b2b8 a8b8,1273,attraction endgame mate matein4 pillsburysmate sacrifice verylong
1pYow,r4rk1/5ppp/2NN4/p3P3/1p3P2/2nR2P1/7P/6K1 b - - 3 32,a8a6 c6e7 g8h8 d6f7 f8f7 d3d8 f7f8 d8f8,1104,backrankmate clearance deflection endgame mate matein4 sacrifice verylong
1q16c,r6k/7p/p4p2/4pN2/6PB/7K/2rp3P/1R6 b - - 1 44,a8f8 h4f6 f8f6 b1b8 c2c8 b8c8 f6f8 c8f8,1028,endgame mate matein4 sacrifice verylong
1qbfI,r6k/1b3Bpp/p3p3/2b3N1/P1q1P3/2rn4/1Q3PPP/R4R1K w - - 1 25,b2b7 d3f2 f1f2 c3c1 a1c1 c4c1 f2f1 c1f1,1148,fork mate matein4 middlegame sacrifice verylong
1rlpY,4nkr1/4pp1p/1Rp3pP/3PQ3/4P1P1/2p2P1N/1rP5/qNK2B1R w - - 1 27,b6b2 a1b2 c1d1 b2b1 d1e2 b1c2 e2e3 c2d2,1226,deflection dovetailmate mate matein4 middlegame queensideattack verylong
1svXC,6k1/pp3ppp/8/5Q2/8/2BPqB2/PPP3PP/6K1 w - - 1 26,g1h1 e3c1 f3d1 c1d1 c3e1 d1e1 f5f1 e1f1,1113,endgame mate matein4 verylong
1u7id,5rk1/6p1/p1qb1pP1/1p6/2pP1pP1/2P1r3/P6Q/R2K1R2 b - - 4 29,f8d8 h2h7 g8f8 h7h8 f8e7 h8g7 e7e6 g7f7,1176,deflection kingsideattack mate matein4 middlegame verylong
1ua8z,4Q3/p3p1kp/4Ppp1/1p6/5P2/7P/P5PK/3q4 b - - 4 34,d1d6 e8f7 g7h6 f7f8 h6h5 g2g4 h5h4 f8h6,1207,endgame mate matein4 queenendgame verylong
1uzFE,7Q/p2kn1p1/8/1R1q1p2/5P1b/P2P4/6PP/2R3K1 w - - 1 39,c1c5 d5d4 g1h1 d4a1 b5b1 a1b1 c5c1 b1c1,1217,backrankmate endgame mate matein4 verylong
1v9NH,RR6/4rp1k/1p5p/2p1p1p1/4P3/1Nq4P/5PPK/8 b - - 0 39,c3b3 b8h8 h7g6 a8g8 g6h5 g2g4 h5h4 h8h6,1113,deflection endgame mate matein4 queenrookendgame verylong
1vz8q,5r1k/1p5p/p6p/5Nb1/5nP1/2Q2P2/PP2q2P/3R3K b - - 10 34,g5f6 c3f6 f8f6 d1d8 e2e8 d8e8 f6f8 e8f8,1240,mate matein4 middlegame sacrifice verylong
1ykpa,r1b2r1k/ppp3pp/3b1P2/4N1Bq/2BpP3/8/PPP3QP/5RK1 b - - 0 20,d6e5 f6g7 e5g7 f1f8 g7f8 g5f6 f8g7 g2g7,1071,advancedpawn discoveredattack kingsideattack mate matein4 middlegame verylong
21XVj,4r1k1/r3q1p1/1p2PpPR/p2p4/3p1Q2/P2BR3/1P4PP/6K1 b - - 0 34,d4e3 h6h8 g8h8 f4h4 h8g8 h4h7 g8f8 h7h8,1262,attraction endgame kingsideattack mate matein4 sacrifice verylong
22o6J,5rk1/2q2ppp/p3p3/1p2b3/4P3/3P1QP1/7P/2R2R1K b - - 2 34,c7b6 f3f7 f8f7 c1c8 b6d8 c8d8 f7f8 f1f8,1284,endgame mate matein4 sacrifice verylong
23KtC,5rk1/ppq3p1/2p3QP/6B1/4Pb2/8/PPP2r2/2K3RR w - - 1 26,g5f4 c7f4 c1b1 f2f1 g1f1 f4f1 h1f1 f8f1,1137,backrankmate mate matein4 middlegame verylong
23lM4,2kr4/p4pq1/1ppQ1R2/3bP3/8/8/P5PP/6RK w - - 8 34,d6e7 d5g2 g1g2 d8d1 f6f1 d1f1 g2g1 f1g1,1163,endgame mate matein4 sacrifice verylong
28dGM,2r3k1/6pp/p4q2/5b2/3P4/PP2QB2/1B4PP/6K1 b - - 0 27,c8c2 e3e8 f6f8 f3d5 f5e6 d5e6 g8h8 e8f8,1300,endgame mate matein4 verylong
29GZI,4B3/q1B5/p2Q4/2p1p3/2k5/Pp6/1P6/1K6 w - - 4 52,c7a5 a7h7 e8g6 h7h1 a5e1 h1e1 d6d1 e1d1,1242,endgame mate matein4 verylong
2CbxM,8/1pp1kr2/p3R3/4K2p/r3b3/8/8/7R b - - 0 38,e7d7 h1d1 e4d3 d1d3 a4d4 d3d4 d7c8 e6e8,1091,endgame mate matein4 verylong
2DhEF,7k/np3p2/1br1pP1p/p2pPr2/P2P4/1qP1K3/1P3Q2/R6R b - - 7 33,f5f2 h1h6 h8g8 a1g1 f2g2 g1g2 g8f8 h6h8,1243,exposedking kingsideattack mate matein4 middlegame verylong
