id,fen,moves,rating,themes
zQ7zj,r1b2r2/bpp3pp/p1k5/1P1R4/2B5/N1P5/P4PPP/3R2K1 b - - 0 20,a6b5 c4b5 c6b6 a3c4,1105,cornermate mate matein2 middlegame short
eRYv1,8/5pk1/7p/P7/7r/3Q2p1/5qPP/6RK w - - 0 41,h2h3 h4h3 g2h3 f2h2,1158,endgame mate matein2 sacrifice short
e4zjv,1r6/2R5/1p2pBk1/1p1bP2p/6P1/2P1P2K/8/8 b - - 1 30,d5f3 c7g7 g6h6 g4g5,1184,endgame mate matein2 short
Ict4c,r5k1/1Q1b1pp1/4p2p/2bpP3/8/5N2/1P3qPP/5RK1 w - - 0 23,f1f2 a8a1 f3e1 a1e1,1017,endgame mate matein2 pin short
BisTd,3r1rk1/1pp2p2/p4npR/2P1q3/4P3/P4P1Q/1P1p3P/6RK b - - 1 30,d2d1q h6h8 g8g7 h3h6,1151,kingsideattack mate matein2 middlegame short trianglemate
xRMhL,7k/3RR2p/5Kp1/5p2/r4P2/4r3/8/8 b - - 10 56,e3e7 d7d8 e7e8 d8e8,1075,endgame mate matein2 rookendgame short
XHteJ,3r2k1/5ppp/1p2p3/1p6/8/4PbP1/PP3P1K/2R5 b - - 3 27,d8d1 c1c8 d1d8 c8d8,1171,backrankmate endgame mate matein2 short
FENf6,N7/pQ4pp/2np1qk1/4p3/7b/4B1nP/PPP3P1/R5KR w - - 1 25,b7c6 g3e2 g1h2 h4g3,1119,kingsideattack mate matein2 middlegame short
NqpVN,8/8/R7/P3Nppp/3R4/5Nk1/r7/6K1 w - - 2 43,f3g5 a2a1 d4d1 a1d1,1145,endgame mate matein2 short
Fz9jq,r6r/pp1k1ppp/2n5/2pB4/6n1/P1NP1N1q/1PP2P1b/R1BQR1K1 w - - 1 16,f3h2 h3h2 g1f1 h2f2,1050,kingsideattack mate matein2 middlegame short
Bzhci,r1b1kb1r/1pqp1ppp/p3p3/2p5/P2nP1n1/2NP1N2/BPP2PPP/R1BQ1RK1 w kq - 1 9,h2h3 d4f3 g2f3 c7h2,1232,kingsideattack mate matein2 opening short
LPSXi,rn2r1k1/ppb2ppp/2pq1n2/3p2B1/3P4/P1N2B1P/1PP2PP1/R2QR1K1 w - - 3 13,g5f6 d6h2 g1f1 h2h1,1016,kingsideattack mate matein2 opening short
PjDjC,2R1bqk1/1Q6/p2p3p/3P4/8/3P3p/PP4P1/7K w - - 2 32,b7c6 f8f1 h1h2 f1g2,1208,endgame mate matein2 short
hCk4B,r1b1kb1r/5p2/ppq1pPQ1/2p1P3/2P5/2N1B3/PP4PP/3R1RK1 b kq - 0 18,f7g6 f6f7 e8e7 e3g5,1261,advancedpawn mate matein2 middlegame short
oakGN,6k1/p2p1ppp/B1p1pn2/8/5Q2/2P3P1/P4PKP/4q3 b - - 0 22,e1c3 f4b8 f6e8 b8e8,1173,endgame mate matein2 short
pyV98,6k1/p4pP1/2b5/6B1/P1pPp3/4N2P/1r5b/R6K w - - 0 32,e3g4 e4e3 d4d5 c6d5,1127,discoveredattack discoveredcheck endgame mate matein2 morphysmate short
B5qIz,1k1r3r/2p2p1p/1Nn2q2/1Q2p3/4P3/3P3p/P1P2PP1/1R3RK1 b - - 0 20,c7b6 b5b6 b8c8 b6b7,1043,mate matein2 middlegame queensideattack short
9m818,3r1k2/5ppp/p3p3/P7/1pP5/1P3qP1/1Q3P1P/4R1K1 w - - 4 27,e1e3 d8d1 e3e1 d1e1,1044,endgame mate matein2 short
gbUdv,r1b3k1/2N2r1p/p4p1B/3p1qp1/2pP2R1/7P/P4PP1/4R1K1 b - - 3 30,a8a7 e1e8 f7f8 e8f8,1048,kingsideattack mate matein2 middlegame operamate short
bBdAe,5k2/5p1p/3p4/1PpP4/2P4r/P3P2r/6Rn/1N1BB2K w - - 0 37,e1h4 h2f3 g2h2 h3h2,1202,arabianmate discoveredattack discoveredcheck endgame mate matein2 short
v6z02,r4r1k/p5p1/4B1p1/1p1p2P1/2pPn3/2P3q1/PP1QK3/R3R3 b - - 7 24,e4d2 e1h1 g3h2 h1h2,1019,mate matein2 middlegame pillsburysmate short
9NlWB,r1b1k3/pp3ppB/2p5/3p4/3P4/4P3/PPPN1PPq/R2QK2n w Qq - 0 13,h7d3 h2g1 d2f1 g1f2,1162,attackingf2f7 mate matein2 middlegame short
5z9wt,r1b2r2/6pk/p1p1p2p/4P1N1/3P4/4q3/6PP/1B1R1R1K b - - 1 30,h7g8 b1h7 g8h8 f1f8,1153,deflection master mate matein2 middlegame short
UzIDa,4r1k1/pR6/2p1Rpp1/8/2pP1Q2/2P2P2/q6P/7K b - - 0 34,e8e6 f4b8 e6e8 b8e8,1010,endgame mate matein2 short
357mm,8/1Q1bk3/p6p/2p1P3/3pr1rP/6P1/PP2n1RK/R3B3 w - - 1 35,e1d2 g4h4 g3h4 e4h4,1257,anastasiamate mate matein2 middlegame sacrifice short
yZts1,4Q2k/ppp3p1/2p4p/3q4/3P4/2P2r2/PP4RP/7K b - - 1 27,h8h7 e8g6 h7h8 g6g7,1095,endgame mate matein2 short
Pb2Bt,5rk1/5p1p/2p3p1/1q2P3/4N2R/5QPP/P4P1K/1r6 b - - 6 39,b5f1 e4f6 g8g7 h4h7,1064,endgame hookmate mate matein2 short
uqjCx,r3kbr1/ppp2p2/2np1pb1/1B2p2p/4P3/2NPB2q/PPP2P1N/R2Q1RK1 w q - 2 13,g1h1 g6e4 f2f3 h3g2,1261,kingsideattack mate matein2 middlegame short
ffe7O,5rk1/5pp1/b2q3p/2R5/3P2Pb/P1p1BP1P/6K1/3Q2R1 w - - 2 31,c5c3 d6g3 g2h1 g3h3,1058,deflection mate matein2 middlegame short
TEsEN,8/6k1/1Q4p1/p7/P5K1/2P3P1/1P2br1P/8 w - - 4 39,g4g5 f2f5 g5h4 f5h5,1125,endgame mate matein2 operamate short
3SUfK,r5rk/pb2npp1/4pP1p/7N/2pP2QP/2q1P3/P1B3P1/R4RK1 b - - 0 22,c3c2 f6g7 g8g7 g4g7,1092,advancedpawn kingsideattack mate matein2 middlegame short
Q6oir,r2q3r/p4kpp/3b1n2/4p1N1/8/7Q/PP1PPP1P/nNB2K1R b - - 3 14,f7e7 h3e6 e7f8 e6f7,1033,mate matein2 middlegame short
4kEs5,r5k1/ppp2ppp/2nb4/8/3Pr3/P3BN1q/1PP1BP2/1R1QR1K1 w - - 0 17,f3g5 h3h2 g1f1 h2h1,1273,kingsideattack mate matein2 middlegame short
C5SDW,4r3/ppp2p1p/3p1pkN/5N2/6PP/5K2/b7/8 b - - 0 35,a2b1 h4h5 g6g5 h6f7,1040,deflection endgame mate matein2 short
WpWoQ,r1bq1r1k/pp1n1Bp1/3p1bPQ/2p2p2/4PP2/2N5/PPP1K3/R1B4R b - - 0 19,g7h6 h1h6 h8g7 h6h7,1042,kingsideattack mate matein2 middlegame pillsburysmate short
tiyxX,7k/pp1q2p1/5pQp/4r3/3R2RP/1P4PK/P4r2/8 b - - 0 39,d7e7 d4d8 e7d8 g6g7,1070,deflection endgame mate matein2 sacrifice short
mBEwj,r5k1/1b1qnp1p/1p1p2pQ/1Pp1p1N1/2P1P3/3P4/r4PPP/RR4K1 b - - 1 24,a2a1 h6h7 g8f8 h7f7,1220,kingsideattack mate matein2 middlegame short
4gXrK,rn3rk1/ppq2ppp/3b1P1B/3pN3/2pP4/2P5/PP2Q1PP/R4nK1 b - - 1 17,g7h6 e2g4 g8h8 g4g7,1089,kingsideattack mate matein2 middlegame short
xMDfQ,6rk/ppq4p/2b1pQ2/8/8/PPp1p1RP/2P4K/8 b - - 0 27,g8g7 f6f8 g7g8 f8g8,1038,endgame mate matein2 short
g3i35,1r4k1/2Q2p1p/2B2p2/1rb2N2/8/1P4P1/P2q3P/R4R1K w - - 3 27,c6b5 d2d5 f1f3 d5f3,1195,mate matein2 middlegame short
VyAHZ,5rk1/6pp/1p1P4/1Pnbp3/7q/4Q3/P3B1PP/2BR2K1 w - - 3 26,e3e5 h4f2 g1h1 f2g2,1261,mate matein2 middlegame short
p8IJ6,2r4k/4PQ1p/pp4p1/3rq3/8/1Pb3P1/P5BP/2R4K b - - 0 30,d5d7 f7f8 c8f8 e7f8q,1137,advancedpawn mate matein2 middlegame promotion short
6Zpw7,2kr1b1r/ppp2ppp/5n2/8/8/2P2BPb/PP2qP1P/RNB1R1K1 w - - 0 14,e1e2 d8d1 e2e1 d1e1,1131,fork mate matein2 middlegame pillsburysmate short
IkJHr,4Qnk1/5ppp/8/3p2N1/8/P7/1Pq3PP/5b1K b - - 1 34,c2d1 e8f7 g8h8 f7f8,1090,deflection endgame mate matein2 short
2ZPwI,4R3/5r1p/1p4pk/pPpP4/2n2NPP/6K1/8/8 b - - 3 39,c4d6 g4g5 h6g7 f4e6,1034,endgame master mate matein2 short
wn2wd,k6r/pp3pp1/3Np1p1/3pQ3/P2Pn1P1/2PqB2P/1P3b2/R3K2R w KQ - 0 23,e3f2 d3d2 e1f1 d2f2,1061,mate matein2 middlegame short
oyr9Z,r3r1kR/2p3b1/p2p2p1/3Pp1q1/1pn1P3/7Q/PPP1NPP1/1K5R b - - 1 22,g7h8 h3h8 g8f7 h1h7,1263,kingsideattack mate matein2 middlegame short
DFzIH,1r4k1/5p1p/3qpp2/P2p4/2B5/4P1PP/1r3P1K/R2Q3R w - - 1 26,a5a6 b2f2 h2g1 d6g3,1044,deflection mate matein2 middlegame short
xv2XK,3q1k2/pp4pp/2pNQ1n1/8/8/7P/PP4P1/7K b - - 4 31,d8e7 e6c8 e7d8 c8d8,1144,endgame mate matein2 short
EZ7T2,6rr/pp2bk1p/4bR2/2pNQ3/6q1/8/PPP3PP/3R3K b - - 0 20,e7f6 e5f6 f7e8 f6e7,1265,mate matein2 middlegame short
1dhFB,2N5/1p1k4/7p/1P2ppp1/3b4/1R4PK/5r1P/2R5 w - - 0 36,b5b6 g5g4 h3h4 f2h2,1171,deflection endgame mate matein2 short
PpaWN,3r4/4qppk/2Q1p2p/1P6/5P2/2P3P1/2P4P/2K4R w - - 3 35,h1d1 e7a3 c1b1 d8d1,1119,deflection endgame mate matein2 short
vq0Yg,8/6p1/5p1p/2Q1k2P/p5P1/P4P2/3p2K1/4q3 b - - 7 57,e5f4 c5f5 f4e3 f5e4,1250,endgame master mastervsmaster mate matein2 queenendgame short
uopmF,8/pR6/3pk2p/7B/3KP1PP/r4r2/P7/3R4 w - - 10 32,b7b2 a3a4 b2b4 a4b4,1138,endgame mate matein2 short
JF0Lk,5r1k/5pb1/p1Q5/3P1bPP/Npp1q3/8/PPP5/1K3R1R w - - 1 34,f1f5 e4h1 f5f1 h1f1,1273,hangingpiece mate matein2 middlegame short
RyNEQ,r7/1k6/pp1pp3/5pq1/2PPn2R/1P1QP1P1/6K1/R7 w - - 2 28,a1h1 g5g3 g2f1 g3f2,1092,endgame mate matein2 short
iTkzv,1k5r/pp3p1p/2q1ppb1/2n5/2P3P1/2Q1B2P/PP2BP2/K2R4 w - - 2 22,c3f6 c5b3 a2b3 c6a6,1048,mate matein2 middlegame sacrifice short
aW111,8/4R1pk/1r5p/3p4/Q5P1/P2P4/KPPq4/r7 w - - 5 41,a2a1 d2c1 a1a2 c1b2,1072,endgame mate matein2 short
A0OnG,rnbqk1nr/pp2b2p/2p3p1/4N3/P2Pp3/1B6/1PP2PPP/R1BQK2R b KQkq - 0 10,g8f6 b3f7 e8f8 c1h6,1287,mate matein2 opening short
lbJLf,k7/1p4r1/1Q2Bp2/P3pP2/2P2b1p/7P/5Pp1/6K1 w - - 1 38,a5a6 f4h2 g1h2 g2g1q,1065,advancedpawn attraction endgame mate matein2 promotion short
u7qhF,r1k5/ppp3pp/2p5/2n2N2/8/1P5P/P4PP1/3R2K1 b - - 0 20,g7g6 f5e7 c8b8 d1d8,1005,backrankmate endgame mate matein2 short
zgA67,5Q2/8/6pk/8/8/P5K1/1q6/8 b - - 7 60,h6g5 f8f4 g5h5 f4h4,1257,endgame mate matein2 queenendgame short
oqsFk,3r1rk1/p2qbp1n/1p2p1pp/n1p1P2N/4NPQ1/3Pp3/PPP3PP/R4RK1 b - - 1 19,f7f5 g4g6 g8h8 g6g7,1170,kingsideattack mate matein2 middlegame short
hZJ25,5r1k/pp1n1Q2/1bp4p/8/7q/1BP3N1/P5KP/3R4 w - - 5 26,f7d7 f8f2 g2h1 f2h2,1094,mate matein2 middlegame pillsburysmate short
GxBV7,r2q1r1k/pp6/2pb1P1p/3pBbpQ/3p4/1B1P4/PPPN2PP/R5K1 b - - 5 19,d6e5 h5h6 f5h7 h6g7,1074,kingsideattack mate matein2 middlegame short
bCfIQ,5Q2/p7/3p4/2n1pbkp/6r1/8/PP6/K1R5 w - - 5 42,c1c5 g4g1 c5c1 g1c1,1123,backrankmate endgame mate matein2 short
pkDPF,5r1r/1p2bpk1/pn2pN1p/q2pP1pQ/8/1P1B2RP/5PPK/4R3 b - - 5 33,a5e1 g3g5 h6g5 h5g5,1206,mate matein2 middlegame sacrifice short
wRtzp,3N4/P5k1/4R3/1P1B1pPp/2P5/6P1/rr6/6K1 w - - 2 47,a7a8q b2b1 e6e1 b1e1,1271,endgame mate matein2 short
jwMMg,r2qr1k1/1pp1b2p/p5pB/3pPb2/5QP1/2P5/PP5P/RN3RK1 b - - 0 20,f5e4 f4f7 g8h8 h6g7,1134,kingsideattack mate matein2 middlegame short
XcqIt,8/8/3pk1Kp/1pP3p1/7r/1R5P/r1PR2P1/8 b - - 3 38,d6c5 b3e3 h4e4 e3e4,1126,endgame mate matein2 rookendgame short
jQWAZ,8/7p/p3pB2/k1p5/P1P1Pb2/1K5P/8/8 b - - 0 43,h7h5 f6d8 f4c7 d8c7,1284,bishopendgame endgame mate matein2 short
