id,fen,moves,rating,themes
wg9qT,3R4/6kp/p4p2/np6/4P3/br4B1/5PPP/1K1R4 w - - 0 27,b1a2 b3b2 a2a1 a5b3,1955,endgame mate matein2 short
fXX4n,r1q2rk1/R4p1p/3p2pQ/2p5/1p6/3P2P1/1bP1NP2/6KR b - - 3 26,f8e8 h6h7 g8f8 h7f7,1938,kingsideattack master mate matein2 middlegame short
QrrTH,r4r2/5k2/p2p1n2/1pq2PQ1/2n5/2N5/PPP1R3/1K5R b - - 0 24,f8g8 h1h7 f6h7 g5e7,2005,mate matein2 middlegame sacrifice short
yQ84L,3Q2nk/2Q3pp/5p2/8/7P/6PK/8/5q2 w - - 2 59,h3g4 h7h5 g4h5 f1f5,1990,attraction endgame mate matein2 short
wkXqq,2r1rk2/pp2ppbQ/8/3P2Np/5P2/8/Pq5P/1B4RK b - - 3 29,c8c1 h7h8 g7h8 g5h7,2049,mate matein2 middlegame sacrifice short
c62wE,r2qk2r/2pn1p2/1p2p3/7p/1B4p1/2PB1n2/P3QP1P/3R1KR1 b kq - 1 19,f3g1 e2e6 f7e6 d3g6,1913,mate matein2 middlegame sacrifice short
SVuqh,8/1Q6/2R1r1k1/1P6/8/3q3P/6P1/5K2 w - - 13 53,f1f2 d3e3 f2f1 e3e1,1948,endgame mate matein2 short
JjpOp,1rk2b2/p1p4r/2B3RP/5p2/3B1p2/2PP4/pP1K1P2/7R w - - 1 33,c6d5 b8b2 d2c1 a2a1q,1905,advancedpawn mate matein2 middlegame promotion short
xWDAy,r2q1r2/3pkpb1/1pnNp2N/p1p1P1p1/3P4/P4QP1/1PP2PP1/R3K2R b KQ - 0 19,c6d4 h6g8 f8g8 f3f7,1957,deflection mate matein2 middlegame sacrifice short
x1r6L,5k2/pp3pp1/2b5/5B2/7b/P1N3PR/1PQ1K1qP/8 w - - 3 30,e2d1 g2f1 d1d2 h4g5,2095,mate matein2 middlegame short
nbAu2,6k1/4bpp1/Q2p4/1P1Pp2p/8/5N1P/5nPK/2r5 w - - 0 30,b5b6 c1h1 h2g3 f2e4,1968,endgame mate matein2 short
Oc7BU,r1b2rk1/pp3ppp/8/2pBB3/4Q3/5KP1/PP1q4/7R b - - 1 22,g7g6 e4g6 h7g6 h1h8,2071,mate matein2 middlegame operamate pin sacrifice short
KglDN,8/1p3pk1/pQ1p4/3Np3/1P2P1P1/1K1B4/1PP5/qr6 w - - 3 32,b6d6 a1b2 b3c4 b2d4,1967,endgame master mate matein2 short
34iP2,r2q4/2p5/pb1p4/np1P4/3k1Q2/7P/PP3PP1/4R1K1 b - - 8 38,d4d5 f4e4 d5c5 b2b4,1912,endgame mate matein2 short
Qqj6W,rb2k1r1/2q2p2/p3p3/1p1p1p2/NQ1PnP1p/BP2P2P/P5P1/2R2RK1 b q - 1 22,c7d7 c1c8 d7c8 b4e7,1905,mate matein2 middlegame sacrifice short
XPYky,2Q5/pp3pk1/6pr/2bpP1N1/5q2/8/PP3R1P/5RK1 w - - 0 28,g1h1 h6h2 f2h2 f4f1,1929,deflection mate matein2 middlegame short
uPGfa,6k1/5p2/q1r4p/7R/P2pPn1P/8/Q4PP1/5RK1 w - - 1 38,h5f5 a6f1 g1f1 c6c1,1954,attraction endgame mate matein2 sacrifice short
euuq5,r1bqk2r/1pppnp1p/2n3p1/bp1N2BB/1P2Q3/6P1/P1P2P1P/R4RK1 b kq - 0 15,a5b4 d5f6 e8f8 g5h6,1937,mate matein2 middlegame short
Symqs,1r1r3k/5pp1/p1p3qp/8/1bpBP1B1/4Q2R/PP4PP/7K b - - 15 30,g6g4 e3h6 h8g8 h6h8,1921,kingsideattack mate matein2 middlegame pin short
GsyZm,6k1/1p3pp1/2bP3p/pN6/P7/4BnP1/4rP1P/1R1B1RK1 w - - 3 26,g1g2 f3g5 g2g1 g5h3,1930,discoveredattack discoveredcheck mate matein2 middlegame short
dAPt6,7r/5p1p/3p1k1n/1p1p4/6P1/1PQ1P2P/P2PKP2/7q b - - 5 20,f6g5 c3g7 g5h4 g7h6,1978,deflection endgame fork mate matein2 short
KXQ3v,8/4kpp1/4p3/p2pK3/P2P4/7P/5PP1/8 w - - 0 39,g2g4 g7g5 f2f3 f7f6,2127,endgame mate matein2 pawnendgame quietmove short
kyxET,6r1/p5qk/np2pp1p/3p4/2pPnP2/2P2N2/PP3P1P/R1Q2R1K w - - 4 22,f3h4 g7g1 f1g1 e4f2,1903,cornermate deflection kingsideattack mate matein2 middlegame sacrifice short
jybVv,7k/p7/2p5/2N1qp2/1p4np/1P2P3/P1Q2PP1/6K1 w - - 0 38,c5d7 e5a1 c2d1 a1d1,1980,endgame mate matein2 short
AiXzK,3r4/5pp1/p1k1r2p/8/1PpPK1P1/P1P4P/8/2R1R3 w - - 0 36,e4f5 e6f6 f5e4 d8e8,2003,endgame mate matein2 rookendgame short
XoSSk,r4r1k/2p1q2p/1pP1pn2/p2PN3/6p1/2Q1P3/P5PP/B1R2K2 b - - 0 28,f6e4 e5f7 h8g8 c3g7,1989,discoveredcheck doublecheck kingsideattack mate matein2 middlegame short
n9wDr,7k/1p4rp/1bpp4/3P3n/2P2pq1/P1Q2Np1/1PB2PP1/3R1RK1 w - - 8 33,d5c6 g3f2 f1f2 g4g2,1953,advancedpawn discoveredattack kingsideattack mate matein2 middlegame pin short
IRuWU,1n1k4/pN3R2/1bp5/1P5p/P2R3P/8/4K3/1r4r1 b - - 0 40,d8c8 d4d8 b6d8 b7d6,2187,cornermate mate matein2 middlegame sacrifice short
t4xRf,3q3r/p1rpkppp/1p1Npn2/4P3/1B1P1P2/6P1/PP5P/R4RK1 b - - 7 19,f6d5 d6f5 e7e8 f5g7,1965,discoveredcheck doublecheck mate matein2 middlegame short
JDhg6,r1bq1rk1/2p2ppp/p7/1p6/6n1/1BPP1Q2/PP3PPb/RNB1R2K b - - 3 15,d8h4 f3f7 f8f7 e1e8,1909,kingsideattack mate matein2 opening pin sacrifice short
XD6lf,7k/6p1/p1p4p/1pQ5/2n3P1/P1P2PKP/4q2B/8 w - - 9 40,c5c6 e2e1 g3f4 e1e5,1984,endgame mate matein2 short
ZDL0S,2B5/8/3r1b2/r3n2p/6pk/4R3/5PP1/1R4K1 b - - 1 40,f6g5 e3h3 g4h3 g2g3,1983,mate matein2 middlegame sacrifice short
20KKy,3r1rk1/1pp2ppp/p1b5/P2qN3/1P3P2/N1P5/2Q2bPP/R1B4K w - - 0 19,c2f2 d5g2 f2g2 d8d1,2015,kingsideattack mate matein2 middlegame pin sacrifice short
r7Qde,k6r/1p6/p2B1p2/4p3/8/P3R1Q1/1PP1nPP1/4qNK1 w - - 6 32,e3e2 e1f1 g1f1 h8h1,1926,attraction backrankmate endgame mate matein2 sacrifice short
Os8JT,2rq2k1/pp3ppp/2Nb1n2/3p1b2/3P4/P1P3B1/1P1NrPPP/2KR1B1R w - - 0 14,c6d8 c8c3 b2c3 d6a3,1921,deflection mate matein2 middlegame morphysmate queensideattack sacrifice short
z3GiY,2q2r1k/1pR3pp/p7/3QN3/1n3P2/4R3/P6P/7K b - - 0 42,c8c7 e5g6 h7g6 e3h3,1979,endgame master mate matein2 sacrifice short
GMWwo,r2q4/1pp2kb1/2p5/p3NnPQ/3P1P2/2P4P/1P6/6K1 b - - 1 28,f7e6 h5f7 e6d6 e5c4,1980,endgame mate matein2 short
7NrZr,r2qkb1r/p4ppp/5n2/1N3bN1/Q1P5/4p3/PPnP1PPP/R1BK1B1R b kq - 2 12,c2a1 b5d6 e8e7 d6f5,1968,discoveredcheck doublecheck mate matein2 opening short
tD2kD,4r2k/2p2prp/p1qb1p2/8/7R/2P1NR1P/1PQ2PP1/6K1 w - - 6 28,f3f5 c6g2 e3g2 e8e1,2035,kingsideattack mate matein2 middlegame pillsburysmate pin sacrifice short
6jcry,rnbk3r/p1p3Qp/8/1p2N3/P1pqn3/2b5/1P3PPP/R1B1KB1R w KQ - 0 11,b2c3 d4f2 e1d1 e4c3,1925,attackingf2f7 cornermate intermezzo mate matein2 middlegame short
ovioA,N1bk3r/bp6/p2p4/4P3/2Pn2n1/P5q1/1P3PB1/R1BQR1K1 w - - 0 20,f2g3 d4e2 g1f1 e2g3,2086,doublecheck kingsideattack mate matein2 middlegame short
MDH6A,8/4bpk1/2p1pB2/1p1p2P1/3P1Q2/3BP3/PP3PK1/4q2r b - - 0 28,e7f6 g5f6 g7h8 f4b8,1991,endgame mate matein2 short
tnI2K,2kr3r/1Rp4p/8/p5p1/2P5/P2pN1P1/2n1bPBP/1R4K1 b - - 2 25,c2e3 g2c6 d3d2 b7b8,2098,mate matein2 middlegame pillsburysmate quietmove short
o4A60,1rn2rk1/3q1pb1/b1p2Bpp/3pPp1N/1p1P1Q2/1P3N2/P4PPP/R3R1K1 b - - 1 23,g6h5 f4g3 f5f4 g3g7,1964,mate matein2 middlegame short
3Dk6M,7r/1p3Rp1/2pkp2p/3r4/4q3/Q7/PPP5/6K1 b - - 2 34,d6e5 a3g3 e5d4 g3c3,1943,endgame mate matein2 short
3X9HS,1r6/3k1rp1/5pR1/3PpP1Q/2p4P/p1q1P3/P1B5/2K3R1 w - - 2 35,g6g7 b8b1 c1b1 c3b2,1966,attraction mate matein2 middlegame pin queensideattack sacrifice short
SET71,3b4/k4ppp/2R5/3nP3/2K2P2/Pr1r1NN1/1P4PP/2R5 w - - 3 31,g3e4 d5e3 c4c5 d3d5,2048,mate matein2 middlegame short
39cR2,6rk/7p/pp3p2/2pP1Q2/6B1/4q1KR/PP5P/8 w - - 8 42,f5f3 g8g4 g3g4 e3g5,2030,attraction endgame mate matein2 pin sacrifice short swallowstailmate
FBHDn,r2r4/3R2kp/2Q2pp1/p1b5/P1q3N1/7P/5PPK/8 b - - 0 31,d8d7 c6f6 g7g8 g4h6,1923,endgame mate matein2 short
XKy0h,Q4b1r/p2q1p2/3pkp1p/4pb2/2p2N1P/8/PPP2P2/2KR4 b - - 3 22,e5f4 d1e1 f5e4 a8e4,1963,endgame epaulettemate mate matein2 short
UupS9,2kr1b1r/pp3ppp/5n2/8/5B2/1B6/PP2KPPP/nNR5 b - - 5 15,c8d7 c1c7 d7e8 b3f7,2104,attackingf2f7 mate matein2 middlegame short
B5jdM,k2r2r1/pb4b1/1p4q1/2p2p1p/P4Q1P/2P2N2/B1RN2P1/5RK1 w - - 1 29,a4a5 g7d4 c3d4 g6g2,1919,kingsideattack mate matein2 middlegame sacrifice short
4Gpfc,r3q1rk/p1R2pNp/1p6/2n5/8/2P1Pb1P/PPQ2PPB/5RK1 w - - 0 26,g7e8 g8g2 g1h1 g2g5,2005,discoveredattack discoveredcheck kingsideattack mate matein2 middlegame morphysmate short
hQfwC,6k1/2B2pp1/1p1P3p/7n/1PQ1b3/4q2P/2P1N1P1/7K w - - 1 31,d6d7 e3h3 h1g1 h3g2,2017,endgame mate matein2 pin short
n0odG,q5k1/8/4ppQ1/3b4/P7/2p5/5bP1/2B4K b - - 3 47,g8f8 c1a3 f2c5 a3c5,1944,balestramate endgame master mate matein2 short
0SgkP,8/p3r2p/1p4p1/8/2B1k2P/2PR1nP1/P4K2/8 b - - 2 48,f3e5 d3d4 e4f5 d4f4,2173,endgame mate matein2 pillsburysmate short
BnPdi,2r5/6kp/3Bp1p1/3nP1Qb/5P1K/1P1r4/1P5P/8 b - - 5 45,c8c2 g5h6 g7h8 h6f8,2109,endgame mate matein2 short
7RRWY,1b4k1/p5pp/2b1Pp2/2pq1P2/2N5/1Q3P2/PP4PP/6K1 b - - 0 26,d5f5 b3b8 c6e8 b8e8,1965,endgame hangingpiece mate matein2 short
srPhN,r1b2rk1/pp2pRbp/6p1/2p1P1N1/2B3n1/2N1P3/PPP3PP/3R2K1 b - - 0 14,g4e5 f7f8 g8f8 d1d8,1909,attraction discoveredcheck doublecheck kingsideattack mate matein2 middlegame short
4OFWl,2krr3/pp6/4b3/3pR1p1/2p3P1/5PB1/PK6/3R4 b - - 3 29,d5d4 e5c5 c8d7 c5c7,2071,endgame mate matein2 operamate short
BlKys,8/8/3Q1kpp/8/1pq3P1/7P/5P2/6K1 b - - 1 43,f6g5 d6e7 g5f4 e7e3,2190,endgame mate matein2 queenendgame short
9UEMF,8/3N1pk1/PR4p1/4r1np/6K1/6P1/7P/8 w - - 0 38,g4f4 e5e4 f4g5 e4g4,2019,endgame mate matein2 sacrifice short
483A7,7k/P5p1/2p5/2P1Qnq1/1PB1R2p/2P4P/6P1/3r2K1 w - - 1 33,g1h2 g5g3 e5g3 h4g3,1904,endgame mate matein2 short
dfaE9,4r1k1/1p3pp1/2p4p/p2p3q/3P2n1/1NP3Q1/PPB3P1/R5K1 w - - 0 25,c2d1 h5h2 g3h2 e8e1,2148,kingsideattack mate matein2 middlegame sacrifice short
9sqQ4,7k/3r3p/1p1q1p2/p1bB4/P3P1QR/8/3r2PP/R6K b - - 6 31,d7g7 h4h7 h8h7 g4h5,1963,attraction mate matein2 middlegame sacrifice short
tG6cK,2kr3r/p2p1p2/1pq5/1N2P2p/1b3Bn1/5QP1/2P3KP/R4R2 b - - 3 24,c6b5 f3a8 c8c7 a1a7,2180,mate matein2 middlegame queensideattack short
jvErY,2b1R1k1/5pb1/p2q1np1/3P1P2/2pB3Q/p1P2BN1/1r4P1/5K1R b - - 0 31,f6e8 h4h8 g7h8 h1h8,1927,kingsideattack master mate matein2 middlegame operamate sacrifice short
QOlAk,1r4k1/5ppp/p2p1P2/2p3P1/3bP1bP/p1N5/PrPQ2B1/3KR2R w - - 6 26,d1c1 b2b1 c3b1 d4b2,1946,clearance mate matein2 middlegame queensideattack sacrifice short
sTuZh,rn4k1/p5bR/2p1p1Q1/Kb4N1/1P4P1/P7/1q3r2/RN6 b - - 6 26,b2f6 h7h8 g8h8 g6h7,2011,attraction mate matein2 middlegame pin sacrifice short
a59px,8/1knQ1p2/1p1p4/7p/P7/4nb2/1q4rB/1R3R1K w - - 2 34,b1b2 g2f2 h1g1 f2f1,2031,collinear collinearmove discoveredattack discoveredcheck mate matein2 middlegame short
ZJNKw,5rk1/Q2R1R2/1p4p1/1P2p3/4P2b/5K1P/P7/5q2 w - - 1 43,f3g4 f1f4 f7f4 f8f4,2128,collinearmove endgame mate matein2 pillsburysmate sacrifice short xrayattack
l66SK,8/Q4ppp/2N4k/3p4/4rPn1/8/PP2R1P1/4RK1q w - - 2 32,a7g1 e4f4 e2f2 f4f2,1957,epaulettemate mate matein2 middlegame short
wWBzF,r3kbnr/ppp2pp1/7p/8/2PnB3/5NP1/PP2bP1P/RNB1R1K1 b kq - 1 12,e2f3 e4c6 e8d8 e1e8,1991,collinearmove discoveredcheck doublecheck mate matein2 opening operamate short
hpurI,2k5/2P5/3K4/r7/2B5/8/8/8 b - - 2 63,a5a8 d6c6 a8a1 c4e6,1958,endgame mate matein2 short
CEAUV,1k1r4/p4p1p/5q2/1pp2P2/2K2RQ1/1P6/P1PP2P1/RN6 w - - 0 26,c4b5 f6b6 b5a4 b6a6,1927,endgame mate matein2 short
TMmjI,2bk1b1r/Qr1p1Bpp/1ppq4/8/4R3/3PB3/PPP3PP/RN4K1 b - - 4 18,b7a7 e3b6 a7c7 e4e8,1923,fork mate matein2 middlegame operamate pin short
d2Uvb,8/p1Q1kppp/3p4/3Pp3/1P2bqP1/4rP1P/P2N1K2/7R b - - 3 29,e7f6 c7d6 f6g5 h3h4,1903,endgame mate matein2 short
qSk5z,r3b2r/5qk1/p2b1p1p/1ppPpPPR/4B1Q1/4B3/PPP3P1/5RK1 b - - 0 27,f7h5 g5h6 g7f8 g4g7,1949,doublecheck mate matein2 middlegame short
UXByS,r1b1k3/1pp2pp1/p2p4/3Pn3/4NpP1/5Pb1/PPB1R2r/R1B2K2 b q - 3 27,e5f3 e4f6 e8f8 e2e8,1966,discoveredcheck doublecheck mate matein2 middlegame short
